Family,ocean_combined_1000_1,ocean_combined_1000_2,ocean_combined_1000_3,ocean_combined_1000_4,ocean_combined_1000_5,ocean_combined_10000_1,ocean_combined_10000_2,ocean_combined_10000_3,ocean_combined_10000_4,ocean_combined_10000_5,ocean_combined_100000_1,ocean_combined_100000_2,ocean_combined_100000_3,ocean_combined_100000_4,ocean_combined_100000_5,ocean_combined_1000000_1,ocean_combined_1000000_2,ocean_combined_1000000_3,ocean_combined_1000000_4,ocean_combined_1000000_5,ocean_combined_10000000_1,ocean_combined_10000000_2,ocean_combined_10000000_3,ocean_combined_10000000_4,ocean_combined_10000000_5
Euplotidae,,,,,,,,,,,,3e-05,2e-05,,,6e-06,1e-05,7e-06,1e-05,8e-06,1.53e-05,1.16e-05,1.35e-05,1.25e-05,9.7e-06
Eupomatiaceae,,,,,,,,,,,,,,,,,,,1.7e-05,1.3e-05,1.8e-06,2.3e-06,1.5e-06,1.31e-05,1.85e-05
Eurotiales,,,,,,,,,,,,,,,,0.000125,0.000146,0.000127,0.000122,0.000115,0.0001277,0.0001358,0.000129,0.0001341,0.0001274
Eurystomatellidae,,,,,,,,,,,,,,,,,,,,,,2e-07,,,
Eustigmatophyceae,,,,,,,,,,,,,,,,,,,,,2e-07,2e-07,,,2e-07
Euzebyaceae,,,,,,,,,,,,,,,,,,6e-06,,6e-06,2.8e-06,4.2e-06,2.9e-06,3e-06,3.7e-06
Exobasidiaceae,,,,,,,,,,,,,,,,2e-06,,,,,2e-07,3e-06,2.7e-06,3.5e-06,3e-06
F2apm1A36,,,,,,,,,,,,,,,,,,,,2e-06,5e-07,,2e-07,2e-07,4e-07
FCPS473,,,,,,,,,,,,,,,,,,,,,,,3e-07,,2e-07
FD035,,,,,,,,,,,,,,,,,,,,,1e-06,9e-07,,,1.4e-06
FFCH12655,,,,,,,,,,,,,,,,3e-06,,,4e-06,,2e-06,1e-06,1.6e-06,1.6e-06,1.4e-06
FFCH7168,,,,,,,,,,,,,,,,,,,,,7e-07,1.2e-06,6e-07,9e-07,
FFCH9454,,,,,,,,,,,,,,,,,,,,,8e-07,9e-07,6e-07,1.1e-06,1.2e-06
FW13,,,,,,,,,,,,,,,,,,,,,2e-07,3e-07,2e-07,2e-07,
Fabaceae,0.133,0.147,0.134,0.184,0.147,0.1166,0.1215,0.1244,0.1186,0.1252,0.11741,0.11614,0.11835,0.11933,0.11621,0.11486,0.115862,0.115453,0.114632,0.115171,0.1148785,0.1149632,0.1147005,0.1148014,0.1149375
Fagaceae,,,,,,,,,,,,0.00021,,,,0.000155,0.000158,0.000159,0.00018,0.000184,0.0001602,0.0001595,0.000162,0.0001642,0.00016
Family III,,,,,,,,,,,,,,,,2e-06,2e-06,,,,2.5e-06,1.5e-06,9e-07,1.9e-06,9e-07
Family X,,,,,,,,,,,,,,,,,,,,,6e-07,,,6e-07,9e-07
Family XI,,,,,,,,,,,,,2e-05,,,3e-05,1.4e-05,1.5e-05,2.5e-05,1.6e-05,4.43e-05,4.17e-05,4.08e-05,3.93e-05,4.06e-05
Family XII,,,,,,,,,,,,,,,0.00018,1.7e-05,1.5e-05,1.8e-05,2.2e-05,,2.21e-05,2.16e-05,2.31e-05,2.39e-05,1.94e-05
Family XIII,,,,,,,,,,,,,2e-05,,,5e-06,,1.3e-05,2e-06,3e-06,1.36e-05,1.13e-05,1.13e-05,1.58e-05,1.91e-05
Family XIV,,,,,,,,,,,,,,,,2e-06,2e-06,4e-06,,2e-06,2.7e-06,3.3e-06,2.9e-06,2.6e-06,3.9e-06
Family XVII,,,,,,,,,,,,,,,,2e-06,3e-06,,,,3.5e-06,3.9e-06,3.5e-06,3.7e-06,3.7e-06
Family XVIII,,,,,,,,,,,,,,,,,,,,,7.5e-06,6.6e-06,6.3e-06,7.3e-06,6.8e-06
FamilyI,,,,,,,,,,,5e-05,4e-05,5e-05,8e-05,5e-05,6.9e-05,0.000109,7.4e-05,9.3e-05,0.000102,0.0001229,0.0001274,0.0001238,0.0001324,0.0001194
FamilyII,,,,,,,,,0.0002,,,,,4e-05,6e-05,4.7e-05,4.5e-05,4.2e-05,4.6e-05,4.7e-05,5.94e-05,5.63e-05,5.53e-05,5.75e-05,5.4e-05
Fasciolariidae,,,,,,,,,,,,,,,,,,,,,,,,,2e-07
Ferroplasmaceae,,,,,,,,,,,,,,2e-05,,3e-06,,,,4e-06,3.2e-06,3.4e-06,3.5e-06,3.4e-06,3.5e-06
Ferrovaceae,,,,,,,,,,,,,,,,,,,,,4e-07,2e-07,2e-07,3e-07,6e-07
Fervidicoccaceae,,,,,,,,,,,,,,,,,,,,,5e-07,,5e-07,1.8e-06,5e-07
Fervidobacteriaceae,,,,,,,,,,,,,,,,,2e-06,,,,1.4e-06,2.6e-06,2.4e-06,2.3e-06,2.8e-06
Fibrobacteraceae,,,,,,,,,,,,,2e-05,2e-05,,3e-06,2e-06,9e-06,8e-06,2e-06,1.02e-05,1.13e-05,9.9e-06,9e-06,1.02e-05
Fibrobacterales,,,,,,,,,,,,,,,,,,,,,4e-07,,4e-07,4e-07,
Figitidae,,,,,,,,,,,,,,,,,,,,,3e-07,,,,4e-07
Filinidae,,,,,,,,,,,,,,,,,,,,8e-06,3.2e-06,,2.1e-06,,2.8e-06
Filobacteriaceae,,,,,,,,,,,,,,,,,2e-06,,,,1e-06,7e-07,1.3e-06,1.1e-06,1.2e-06
Fimbriimonadaceae,,,,,,,,,,,,,,,,3e-06,,,,8e-06,4.2e-06,3e-06,3.3e-06,2.9e-06,4.2e-06
Firmicutes oral clone FM046,,,,,,,,,,,,,,,,,,,,,,,2e-07,2e-07,
Fissurellidae,,,,,,,,,,,,,,,,2e-06,3e-06,5e-06,4e-06,4e-06,2.9e-06,2.2e-06,3.5e-06,3.3e-06,3.3e-06
Flabellinidae,,,,,,,,,,,,,,,,,,,,,,,,,2e-07
Flabellulidae,,,,,,,,,,,,,,,,3e-06,,3e-06,3e-06,4e-06,3.1e-06,3.1e-06,3.5e-06,3.3e-06,3e-06
Flamellidae,,,,,,,,,,,,,,,,,,,,,,3e-07,4e-07,3e-07,2e-07
Flammeovirgaceae,,,,,,0.0011,0.0005,,,,0.00096,0.00074,0.0009,0.0005,0.00087,0.000855,0.000912,0.000783,0.00079,0.000842,0.0007762,0.0007873,0.0007708,0.000788,0.0007947
Flavobacteriaceae,0.044,0.042,0.033,0.022,0.029,0.0355,0.0365,0.0357,0.0325,0.0382,0.03522,0.03441,0.0352,0.03398,0.03549,0.032821,0.032598,0.033217,0.032704,0.032656,0.0325524,0.0325592,0.0325472,0.0325214,0.0324981
Flectobacillaceae,,,,,,,,,,,,,,,,3e-06,,,,,1.3e-06,1e-06,1.1e-06,1e-06,1.1e-06
Flexibacteraceae,,,,,,,,,,,,,,,,2e-06,,5e-06,,2e-06,3e-06,2.5e-06,2.3e-06,1.9e-06,2.1e-06
Flustrellidridae,,,,,,,,,,,,,,,,3e-06,3e-06,4e-06,,,2.9e-06,2.9e-06,2.7e-06,2.9e-06,2.7e-06
Fokiniaceae,,,,,,,0.0002,,,,0.00011,8e-05,6e-05,0.00015,0.00012,0.000112,0.000111,0.000127,0.000119,0.000122,0.0001252,0.0001268,0.0001239,0.0001225,0.000123
Foraminifera,,,,,,,,,,,,,,,,,,,,,6e-07,9e-07,3e-07,3e-07,5e-07
Formicidae,,,,,,,,,,,,,,,,,,4e-06,,,4e-07,9e-07,9e-07,9e-07,1.2e-06
Fossombroniaceae,,,,,,,,,,,,,,,,,,,,,,,,3e-07,2e-07
Fragilariaceae,,,,,,,,,,,,,,,,2.3e-05,,7.3e-05,,,2.23e-05,4.12e-05,2.23e-05,2.29e-05,2.28e-05
Francisellaceae,,,,,,,,,,,0.00017,0.00018,0.00026,0.00016,0.00019,0.000191,0.000237,0.000205,0.00021,0.000214,0.0002004,0.0002034,0.0002118,0.000203,0.0002106
Frankiaceae,,,,,,,,,,,,,,,,,,,,,2.8e-06,1.6e-06,3e-06,3.3e-06,3e-06
Freshwater Ichthyosporeans 1,,,,,,,,,,,,,,,,,,,,,,,,2e-07,
Frontoniidae,,,,,,,,,,,,,,,,,,,,,2e-07,3e-07,,,2e-07
FukuN18 freshwater group,,,,,,,,,,,,,,,,,,,,2e-06,3.9e-06,1.7e-06,3.1e-06,3.5e-06,4.2e-06
Fulvivirgaceae,,,,,,,,0.0006,,,,0.00024,0.00015,,,0.000107,6.9e-05,7.4e-05,7.4e-05,6.9e-05,6.1e-05,6.33e-05,6.26e-05,5.96e-05,6.09e-05
Funariaceae,,,,,,,,,,,,,,,,,,,,,4e-07,,,,
Fusibacteraceae,,,,,,,,,,,,,,,,,,,,,2.3e-06,2.4e-06,2.3e-06,2.3e-06,2.9e-06
Fusobacteriaceae,,,,,,,,,,,0.00011,6e-05,6e-05,0.00013,3e-05,0.000132,0.000132,0.000141,0.000175,0.000161,0.0001829,0.0001922,0.0001911,0.0001831,0.0001802
GOM Arc I,,,,,,,,,,,,,,,,,,,,,3.4e-06,2.4e-06,3.1e-06,2.8e-06,2.6e-06
Gaiellaceae,,,,,,,,,,,,,,,,0.000105,2e-06,2e-06,6.5e-05,,0.0001016,0.0001267,0.0001112,0.0001293,0.0001105
Galaxiidae,,,,,,,,,,,3e-05,,,,,2.7e-05,2.6e-05,2e-05,3e-05,3.4e-05,2.94e-05,3.18e-05,3.39e-05,2.88e-05,3.16e-05
Galdieriaceae,,,,,,,,,,,,,,,,,,,,,5.1e-06,5e-06,6.7e-06,4.4e-06,5.6e-06
Gallionellaceae,,,,,,,,,,,,,,,,1.3e-05,1.1e-05,1.2e-05,1.4e-05,7e-06,1.22e-05,1e-05,1.2e-05,8.5e-06,1.3e-05
Gammaridae,,,,,,,,,,,,,,,,,,,,,,2e-07,2e-07,,
Gelatinodiscaceae,,,,,,,,,,,,,,,,,,,,,,2e-07,2e-07,2e-07,
Geleiidae,,,,,,,,,,,,,,,,,,,,,3e-07,2e-07,3e-07,,
Gelidiaceae,,,,,,,,,,,,,,,,,,,2e-06,,3e-07,6e-07,4e-07,8e-07,6e-07
Geminicoccaceae,,,,,,,,,,,0.00018,0.00012,,0.00012,,0.000111,9.2e-05,9e-05,0.000105,0.000114,0.0001105,0.0001092,0.0001096,0.0001077,0.0001115
Geminigeraceae,,,,,,,,,,,,,,,,,,,5e-06,,,2.5e-06,,2.6e-06,3e-07
Geminocystaceae,,,,,,,,,,,3e-05,,,,4e-05,2.4e-05,2.5e-05,2.2e-05,2.6e-05,1.8e-05,1.7e-05,1.7e-05,1.64e-05,1.72e-05,1.65e-05
Gemmataceae,,,,,,,0.0003,,,,0.00011,0.00015,7e-05,0.00018,0.00014,9.6e-05,6.7e-05,9.3e-05,0.000103,8.8e-05,9.73e-05,9.57e-05,9.72e-05,0.0001008,9.75e-05
Gemmatimonadaceae,,,,,,,,,,,5e-05,7e-05,8e-05,4e-05,8e-05,0.000173,0.000164,0.000139,0.000159,0.000157,0.0001773,0.0001736,0.0001702,0.0001868,0.0001752
Gentianaceae,,,,,,,,,,,,,,,,,,,,,5e-07,,3e-07,,5e-07
Geobacteraceae,,,,,,,,,,,,,,,,,,,4e-06,,5.3e-06,5.9e-06,2.8e-06,4.8e-06,3.7e-06
Geodermatophilaceae,,,,,,,,,,,,,,,,2e-05,1.7e-05,2.9e-05,3.3e-05,2.5e-05,2.27e-05,2.17e-05,2.41e-05,2.19e-05,2.11e-05
Geoglossaceae,,,,,,,,,,,,,,,,,,,,,,,4e-07,4e-07,
Geoplanidae,,,,,,0.0042,0.0028,0.0032,0.0026,0.0033,0.00345,0.00361,0.00342,0.00335,0.00371,0.003478,0.003486,0.003427,0.003403,0.003306,0.0034365,0.0033986,0.0034006,0.0033664,0.0034012
Geothermobacteraceae,,,,,,,,,,,,,,,,,,,,,2e-07,2e-07,2e-07,,
Geraniaceae,,,,,,,,,,,,,,,,3e-06,,2e-06,5e-06,4e-06,1.9e-06,3.1e-06,3.2e-06,2.8e-06,2.3e-06
Gigasporaceae,,,,,,,,,,,,,,,,,,,,,,1.1e-06,3e-07,,
Gimesiaceae,,,,,,,,,,,5e-05,,7e-05,2e-05,8e-05,6.4e-05,5.9e-05,7.2e-05,5.8e-05,6.2e-05,5.06e-05,4.86e-05,5.53e-05,5.07e-05,4.98e-05
Glaucomidae,,,,,,,,,,,,,,,,,,,,,,2e-07,,2e-07,2e-07
Glenodiniaceae,,,,,,,,,,,,,,,,,,,,,,2e-07,,,
Glissomonadida,,,,,,,,,,,,,,,,3e-06,3e-06,8e-06,,,8.3e-06,5.2e-06,4.9e-06,3.4e-06,5.7e-06
Globanomalinidae,,,,,,,,,,,,,,,,,,3e-06,,,,,,,
Globigerinidae,0.02,0.011,0.007,0.009,0.025,0.0125,0.0148,0.0144,0.0122,0.0119,0.01325,0.01293,0.01317,0.01315,0.01342,0.013223,0.013304,0.013108,0.013113,0.013222,0.0131113,0.0131384,0.0131868,0.0131079,0.013124
Globorotaliidae,0.008,0.006,0.015,0.009,0.016,0.0126,0.0124,0.0123,0.012,0.0106,0.01296,0.01291,0.01306,0.01286,0.01231,0.012717,0.012593,0.012734,0.012773,0.012612,0.0126785,0.0126791,0.0127125,0.0127402,0.0126963
Gloeochaetaceae,,,,,,,,,,,,,,,,,,,,,1.5e-06,1.2e-06,1.2e-06,1.4e-06,7e-07
Gloeophyllaceae,,,,,,,,,,,2e-05,,,,,,2e-06,,,,1.7e-06,1.6e-06,2.5e-06,2e-06,1.5e-06
Glomeraceae,,,,,,,,,,,,,,,,,,,,,9e-07,1.5e-06,9e-07,9e-07,8e-07
Glomerellaceae,,,,,,,,,,,,,,,,,,,,,2.1e-06,2.2e-06,3e-06,1.6e-06,2.4e-06
Glomeromycota sp. MIB 8446,,,,,,,,,,,,,,,,,,,,,,2e-07,,,
Glomeromycota sp. WR330.b-D ,,,,,,,,,,,,,,,,,,,,,2e-07,4e-07,5e-07,,4e-07
Glossinidae,,,,,,,,,,,,,,,,,,,,,3e-07,2e-07,2e-07,,6e-07
Glycomycetaceae,,,,,,,,,,,,,,,,,,,,,1.8e-06,1.2e-06,7e-07,1.2e-06,5e-07
Glypheidae,,,,,,,,,,,,,,,,,,,,,4.8e-06,,4.9e-06,,
Glyphocrangonidae,,,,,,,,,,,,,,,,,,,,,,3e-07,,,
Gnathostomata,,,,,,,0.0002,,,,0.00014,0.00022,0.00018,0.00013,8e-05,0.000312,0.000222,0.000344,0.000309,0.000274,0.0003694,0.0003706,0.0003873,0.0003811,0.0003869
Gnathostomatidae,,,,,,,,,,,,,,,,,,,,,,7e-07,,,
Gnathostomulidae,,,,,,,,,,,,,,,,,,,,,2e-07,,,,2e-07
Gnetaceae,,,,,,0.0076,0.0094,0.0075,0.0071,0.0073,0.00669,0.00671,0.00686,0.00683,0.00624,0.006218,0.00637,0.006135,0.006029,0.00617,0.0062211,0.0061574,0.0062001,0.0061894,0.006174
Gnosonesimidae,,,,,,,,,,,,,,,,,,,,,5e-07,5e-07,,,
GoM-Arch87,,,,,,,,,,,,,,,,,,,,,,2e-07,,,
GoM-GC232-4463-Bac1,,,,,,,,,,,,,,,,,,,,,2.2e-06,3.1e-06,1.1e-06,1.4e-06,2.4e-06
Gomphaceae,,,,,,,,,,,,,,,,,,2e-06,,,1.2e-06,7e-07,8e-07,4e-07,1.2e-06
Gomphonemataceae,,,,,,,,,,,,,,,,,,,,,2e-07,1.2e-06,,1.1e-06,1e-06
Goniochloridaceae,,,,,,,,,,,,,,,,,,,,,2e-07,2e-07,3e-07,,2e-07
Goniomonadaceae,,,,,,,,,,,,,,,,,,2e-06,,,1.7e-06,1.8e-06,2.3e-06,1.9e-06,2.4e-06
Gonyaulacaceae,,,,,,,,,,,,,,,,,,,,,,6e-07,5e-07,4e-07,7e-07
Gonyaulacales,,,,,,,,,,,,,,,,,6.7e-05,,8.1e-05,5.7e-05,1.98e-05,2.2e-06,4.37e-05,4.28e-05,1.99e-05
Gracilariaceae,,,,,,,,,,,,,,2e-05,,,,,,4e-06,5.3e-06,2.5e-06,3.1e-06,3e-06,5.1e-06
Gracilibacteraceae,,,,,,,,,,,,,,,,4e-06,4e-06,6e-06,,,6.9e-06,5.3e-06,7.3e-06,6.9e-06,6.4e-06
Gracilibacteria,,,,,,,,,,,,,,,4e-05,1.2e-05,1.5e-05,1.7e-05,1.1e-05,6e-06,1.33e-05,1.29e-05,1.21e-05,1.23e-05,1.44e-05
Granofilosea,,,,,,,,,,,,,,,,,,,,,,3e-07,,,
Granulosicoccaceae,,,,,,,,,,,,,,,7e-05,6.4e-05,5.8e-05,5.3e-05,6.1e-05,6.4e-05,6.41e-05,5.67e-05,6e-05,6.12e-05,5.79e-05
Graphiaceae,,,,,,,,,,,,,,,,,,,,,,4e-07,,3e-07,
Graphidaceae,,,,,,,,,,,,,,,,,,,,,,2e-07,4e-07,2e-07,
Gregarinidae,,,,,,,,,,,,,,,,,,6e-06,,,4e-07,8e-07,,,6e-07
Grifolaceae,,,,,,,,,,,,,,,,,,,,,,,2e-07,5e-07,
Gripopterygidae,,,,,,,,,,,,,,,,,,,,,,,,,2e-07
Gromiidae,,,,,,,,,,,,,,,,6e-06,,5e-06,,8e-06,5.9e-06,5.3e-06,5.7e-06,5.7e-06,6.1e-06
Gryllidae,,,,,,,,,,,,,,,,,,,,,1.4e-06,1.7e-06,8e-07,1.4e-06,1.5e-06
Grylloblattidae,,,,,,,,,,,,,,,,,,,,,,3e-07,3e-07,2e-07,
Gryllotalpidae,,,,,,,,,,,,,4e-05,,,,5e-06,6e-06,5e-06,6e-06,4.4e-06,5.2e-06,5.1e-06,4.1e-06,5.4e-06
Gsoil-1167,,,,,,,,,,,,,,,,2e-06,,,,,5e-07,8e-07,8e-07,5e-07,9e-07
Guembelitriidae,,,,,,,,,,,,,,,,,,,,,2e-07,9e-07,4e-07,6e-07,2e-07
Guitarridae,,,,,,,,,,,,,,,,,,,,,3e-07,2e-07,2e-07,2e-07,
Gven-D09,,,,,,,,,,,,,,,,,,,,,1.9e-06,1.8e-06,2.3e-06,1.5e-06,1.8e-06
Gven-F17,,,,,,,,,,,7e-05,0.0001,5e-05,8e-05,,5.2e-05,4.9e-05,5.8e-05,5.1e-05,4.5e-05,4.65e-05,4.81e-05,4.75e-05,4.58e-05,4.63e-05
Gyalectaceae,,,,,,,,,,,,,,,,,,,,,,2e-07,3e-07,5e-07,
Gymnodiniaceae,,,,,,,,,,,,,,,,,,2e-06,,5e-06,1.4e-06,2.2e-06,1.1e-06,1.3e-06,1.9e-06
Gymnosporangiaceae,,,,,,,,,,,,,,,,3e-06,2e-06,4e-06,4e-06,3e-06,2.1e-06,2.8e-06,4.1e-06,2.8e-06,2.9e-06
Gyrinidae,,,,,,,,,,,,,,,,,,,,,4.1e-06,3.4e-06,3.2e-06,4.1e-06,1.2e-06
HOC36,,,,,,,,,,,0.00015,0.00021,0.00012,0.0002,0.00014,0.000192,0.00019,0.000186,0.000156,0.000185,0.0001538,0.0001587,0.0001592,0.0001586,0.000152
HSB OF53-F07,,,,,,,,,,,,,,,,,,,,,8e-07,7e-07,1.2e-06,1.3e-06,9e-07
Hados.Sed.Eubac.3,,,,,,,,,,,,,,,,3e-06,,6e-06,,,3e-07,3e-07,3.8e-06,5.2e-06,4.5e-06
Hadromerida,,,,,,,,,,,,,,,,,,,,,,2e-07,,,2e-07
Hahellaceae,,,,,,,,,,,,,,,,6e-06,,7e-06,5e-06,7e-06,5.1e-06,5.4e-06,5.2e-06,5.5e-06,6.3e-06
Haladaptataceae,,,,,,,,,,,,,,,,,,,,,,2e-07,2e-07,,2e-07
Halanaerobiaceae,,,,,,,,,,,,,,,,2e-06,3e-06,3e-06,1.6e-05,2e-06,6.6e-06,7.1e-06,5.7e-06,8.4e-06,7e-06
Haliangiaceae,,,,,,,,,,,,,,,,3.1e-05,3.6e-05,1.6e-05,3.7e-05,3.5e-05,2.67e-05,3.07e-05,2.75e-05,3.05e-05,2.4e-05
Halieaceae,,,,,,0.0042,0.0051,0.0024,0.0051,0.0038,0.00323,0.00326,0.00292,0.003,0.00283,0.002942,0.002868,0.002791,0.002929,0.002855,0.0028219,0.0027874,0.002789,0.0027974,0.0027931
Halimedaceae,,,,,,,,,,,,,,,,,,,,,,2e-07,2e-07,5e-07,2e-07
Haliplidae,,,,,,,,,,,,,,,,,,,,,6e-07,,9e-07,7e-07,
Halisarcidae,,,,,,,,,,,,,,,,,,,,,2e-07,,3e-07,3e-07,5.8e-06
Haliscomenobacteraceae,,,,,,,,,,,,,6e-05,,,6e-06,1e-05,2.2e-05,1.7e-05,1.3e-05,1.94e-05,1.8e-05,1.86e-05,2.04e-05,1.93e-05
Hallangiidae,,,,,,,,,,,,,,,,,,,,,,,,3e-07,
Haloarculaceae,,,,,,,,,,,,,,,,,,3e-06,,,2e-07,1.1e-06,,1e-06,2e-07
Halobacteriaceae,,,,,,,,,,,0.00011,0.00011,0.00015,0.00011,0.00019,0.000189,0.000235,0.000204,0.000195,0.000198,0.0002665,0.0002732,0.0002686,0.0002672,0.0002587
Halobacteriovoraceae,,,,,,,,,,,,,,,,8e-06,9e-06,,5e-06,4e-06,7.4e-06,8.2e-06,9.8e-06,9.4e-06,7.5e-06
Halobacteroidaceae,,,,,,,,,,,,,,,,,,,,,4e-07,4e-07,2e-07,2e-07,5e-07
Haloferacaceae,,,,,,,,,,,,,,,,,3e-06,,,2e-06,2.3e-06,1.8e-06,1.9e-06,2.2e-06,2.2e-06
Halomonadaceae,,0.004,,,,,0.0005,0.001,,0.0006,0.00037,0.00042,0.00037,0.00057,0.00028,0.00048,0.000411,0.000414,0.000485,0.000399,0.000577,0.0005932,0.0005695,0.0005899,0.000557
Halophytophthora,,,,,,,,,,,,,,,,,,,,,1.4e-06,,,,1.3e-06
Haloplasmataceae,,,,,,,,,,,,,,,,,,,,,1.7e-06,1.5e-06,9e-07,1.3e-06,1.2e-06
Halosphaeriaceae,,,,,,,,,,,,,,,,,,,,,2e-07,5e-07,2e-07,,
Halothiobacillaceae,,,,,,,,,,,,,,,,1.7e-05,2.7e-05,2.2e-05,2.7e-05,3e-05,2.03e-05,2.03e-05,1.86e-05,1.94e-05,2.03e-05
Halymeniaceae,,,,,,,,,,,,,,,,,,,,,7e-07,4e-07,,7e-07,7e-07
Hantkeninidae,0.063,0.082,0.081,0.07,0.089,0.062,0.0597,0.0623,0.0681,0.0631,0.06108,0.06018,0.06135,0.06117,0.06186,0.059889,0.059844,0.059907,0.059645,0.059578,0.0594798,0.0594666,0.0593647,0.0593423,0.0593334
Hapalosiphonaceae,,,,,,,,,,,,,,,2e-05,9e-06,9e-06,6e-06,1e-05,4e-06,8e-06,9.4e-06,1.01e-05,8.8e-06,1e-05
Haploposthiidae,,,,,,,,,,,,,,,,,,,,,2e-07,2e-07,2e-07,2e-07,2e-07
Haplosporidiidae,,,,,,,,,,,4e-05,,7e-05,2e-05,6e-05,6.5e-05,6e-05,5.7e-05,6.7e-05,5.2e-05,7.11e-05,7.38e-05,7.3e-05,7.27e-05,6.73e-05
Haplozoon,,,,,,,,,,,,,,,,,,,,,1.08e-05,9.9e-06,1.05e-05,9.1e-06,1.04e-05
Harpacticoida,,,,,,,,,,,,,,,,,,,,,,3.7e-06,1.5e-06,1.6e-06,2.9e-06
Harpellaceae,,,,,,,,,,,,,,,,,,,,,2e-07,2e-07,2e-07,,
Harrimaniidae,,,,,,,,,,,,,,,,,,,,,8e-07,2e-07,4e-07,1.2e-06,4e-07
Hartmannellidae,,,,,,0.0005,,0.0003,0.0003,0.0009,0.00047,0.00048,0.00037,0.00054,0.00052,0.000558,0.000521,0.000522,0.000527,0.000551,0.0005444,0.0005361,0.0005532,0.0005461,0.0005415
Hartmannulidae,,,,,,,,,,,,,,,3e-05,2.2e-05,8e-06,1.1e-05,1.4e-05,1.5e-05,1.47e-05,1.9e-05,1.69e-05,1.74e-05,1.74e-05
Helicobacteraceae,,,,,,,,,,,0.00016,,8e-05,0.00013,0.00012,0.000103,0.000106,0.000115,0.000102,0.000103,0.0001356,0.0001348,0.0001371,0.0001283,0.0001386
Heligmosomidae,,,,,,,,,,,,,,,,,,,,,6e-07,4e-07,4e-07,4e-07,3e-07
Heliobacteriaceae,,,,,,,,,,,,,,,,2e-06,4e-06,,,2e-06,2.9e-06,2.6e-06,1.9e-06,2.2e-06,1.7e-06
Heliopeltaceae,,,,,,,,,,,,,,,,,,,,,5e-07,6e-07,6e-07,9e-07,7e-07
Helotiaceae,,,,,,,,,,,,,,,,,,,,,6e-07,5.4e-06,6e-07,6.6e-06,
Helotiales,,,,,,,,,,,,,,,,,4e-06,,3e-06,,3.5e-06,3.8e-06,3.9e-06,2.1e-06,2.4e-06
Hemerobiidae,,,,,,,,,,,,,,,,,,,,,7e-07,7e-07,,,
Hemiaulaceae,,,,,,,,,,,,,,,,,,,,,3.4e-06,3.2e-06,3.2e-06,4.1e-06,4.2e-06
Hemidiscaceae,,,,,,,,,,,,,,,,,,,,,,,2e-07,,
Hemiselmidaceae,,,,,,,,,,,,,,,,,,,,,5.8e-06,2.5e-06,4.2e-06,,4.1e-06
Hemistasiidae,,,,,,,,,,,,,,,,,,,,,8e-07,7e-07,4e-07,6e-07,8e-07
Henicopidae,,,,,,,,,,,,,,,,,,,,,,,6e-07,7e-07,7e-07
Hepatozoidae,,,,,,,,,,,,,,,,,,,,,,1e-06,2e-07,2e-07,
Heppiaceae,,,,,,,,,,,,,,,,,,,,,,,,2e-07,
Herpotrichiellaceae,,,,,,,,,,,,,,,,2e-06,,,,,8e-07,9e-07,9e-07,2.4e-06,1.2e-06
Heterobranchia,,,,,,,,,,,,,,,,,,,,,,2.6e-06,3e-06,2.6e-06,3.1e-06
Heterocapsaceae,,,,,,,,,,,,,,,,,,,,,4e-07,,3e-07,,2e-07
Heteroconchia,,,,,,,,,,,,,,2e-05,,6e-06,9e-06,3e-06,5e-06,6e-06,1.39e-05,1.85e-05,1.36e-05,1.2e-05,1.38e-05
Heteroderidae,,,,,,,,,,,,,,,,,,,,,,2e-07,,,2e-07
Heterogastridiaceae,,,,,,,,,,,,,,,,,,,,,,,4e-07,,5e-07
Heterokrohniidae,,,,,,,,,,,,,,,,,,,,,,,,,2e-07
Heterolobosea,,,,,,,,,,,,,,,,6e-06,2e-06,,3e-06,2e-06,3e-06,2.7e-06,2.6e-06,2.8e-06,3e-06
Heteronemertea,,,,,,,,,,,,,,,,,,,,,,,,,2e-07
Heterorhabdidae,,,,,,,,,,,,,,,,,,,,,,,3e-07,4e-07,
Heterorhabditidae,,,,,,,,,,,,,,,,,,,,,,3e-07,2e-07,2e-07,3e-07
Heteroscytonemataceae,,,,,,,,,,,,,,,,,,,,,,5e-07,4e-07,3e-07,
Hethidae,,,,,,,,,,,,,,,,,,,,,2e-07,,,,
Hexacorallia,,,,,,,,,,,,2e-05,,,,1.6e-05,1.9e-05,1.2e-05,1.5e-05,1.8e-05,1.46e-05,1.32e-05,1.39e-05,1.38e-05,1.68e-05
Hexamitidae,,,,,,,,,,,,,,,,,,,,,1.1e-06,3e-07,8e-07,7e-07,6e-07
Hildenbrandiaceae,,,,,,,,,,,,,,,,,,,,,9e-07,1e-06,1.1e-06,1.7e-06,1.4e-06
Hildenbrandiophycidae,,,,,,,,,,,,,,,,,,,2e-06,,2e-06,1.8e-06,1.7e-06,2.2e-06,1.5e-06
Hippidae,,,,,,,,,,,,,,,,,,,,,,4e-07,,2e-07,3e-07
Hippoboscidae,,,,,,,,,,,,,,,,,,,,,2e-07,2e-07,2e-07,,2e-07
Hippolytidae,,,,,,,,,,,,,,,,,,,,,2e-06,1.3e-06,1.4e-06,2e-06,1.5e-06
Hirschioporaceae,,,,,,,,,,,,,,,,,2e-06,,,,1.4e-06,1.3e-06,1.3e-06,8e-07,1e-06
