Order,ocean_combined_1000_1,ocean_combined_1000_2,ocean_combined_1000_3,ocean_combined_1000_4,ocean_combined_1000_5,ocean_combined_10000_1,ocean_combined_10000_2,ocean_combined_10000_3,ocean_combined_10000_4,ocean_combined_10000_5,ocean_combined_100000_1,ocean_combined_100000_2,ocean_combined_100000_3,ocean_combined_100000_4,ocean_combined_100000_5,ocean_combined_1000000_1,ocean_combined_1000000_2,ocean_combined_1000000_3,ocean_combined_1000000_4,ocean_combined_1000000_5,ocean_combined_10000000_1,ocean_combined_10000000_2,ocean_combined_10000000_3,ocean_combined_10000000_4,ocean_combined_10000000_5
Tistrellales,,,,,,,,,,,,,,0.00012,,4.5e-05,2.9e-05,2.6e-05,3.6e-05,3.9e-05,4.66e-05,4.65e-05,4.64e-05,4.49e-05,4.79e-05
Trebouxiales,,,,,,,,,,,,,,,,,,,,,,3e-07,,,2e-07
Trechisporales,,,,,,,,,,,,,,,,1.3e-05,1.3e-05,,1.2e-05,,1.07e-05,8e-06,9.4e-06,1e-05,8.6e-06
Trematoda,,,,,,,,,,,4e-05,6e-05,7e-05,5e-05,6e-05,6.5e-05,6.9e-05,6e-05,6.9e-05,7.4e-05,9.98e-05,9.05e-05,9.72e-05,0.0001041,0.000101
Tremellales,,,,,,,,,,,,,,,,,2e-06,2e-06,,,3.8e-06,2.3e-06,3.8e-06,7e-07,1.1e-06
Tremellomycetes,,,,,,,,,,,,,,,,1.1e-05,,,,,2.25e-05,2.33e-05,2.33e-05,2.23e-05,2.17e-05
Trentepohliales,,,,,,,,,,,,,,,,,,,,3e-06,1.7e-06,1.6e-06,1.1e-06,1.4e-06,1.3e-06
Triceratiales,,,,,,0.0003,,,,,0.00064,0.00072,0.00074,0.00056,0.00058,0.000606,0.00065,0.000665,0.000632,0.000653,0.0006518,0.0006345,0.0006503,0.0006446,0.0006386
Trichinellida,,,,,,,,,,,,,,,,,,2e-06,,,4e-07,4e-07,4e-07,4e-07,2e-07
Trichonosema,,,,,,,,,,,,,,,,3e-06,4e-06,,2e-06,8e-06,3.5e-06,3.2e-06,3.5e-06,3.4e-06,3.7e-06
Trichonymphida,,,,,,,,,,,,,,,,,,,,,2.3e-06,3.4e-06,1.8e-06,2.2e-06,1.8e-06
Trichoptera,,,,,,,,,,,,,,,,,,,,3e-06,2.1e-06,1.9e-06,2.5e-06,1.7e-06,2.5e-06
Tricladida,,,,,,0.0042,0.0028,0.0032,0.0026,0.0033,0.00345,0.00361,0.00342,0.00335,0.00371,0.003494,0.003498,0.003446,0.003411,0.003321,0.0034639,0.0034217,0.0034311,0.0033893,0.0034231
Triticum aestivum (bread wheat) ,,,,,,,,,,,,,,,,,,,,,,2e-07,3e-07,6e-07,
Trochida,,,,,,,,,,,,,,,,,,,,,2e-07,5e-07,4e-07,2e-07,3e-07
Trueperales,,,,,,,,,,,,,,,,8e-06,3e-06,3e-06,7e-06,,4.5e-06,5e-06,4.9e-06,4.1e-06,3.3e-06
Trypanosomatida,,,,,,,,0.0004,0.0005,0.0002,0.00024,0.0002,0.00021,0.00019,0.00023,0.00018,0.000173,0.000176,0.000156,0.000196,0.0001691,0.000168,0.0001663,0.0001635,0.0001721
Tsukubamonadida,,,,,,,,,,,,,,,,,3e-06,,,,1.3e-06,1.2e-06,6e-07,9e-07,4e-07
Tubulaniformes,,,,,,,,,,,,,,,,6e-06,8e-06,9e-06,7e-06,9e-06,9e-06,8.9e-06,8.9e-06,9e-06,8.2e-06
Tubuliporida,,,,,,,,,,,,,,,,,,,,,2e-07,,,,
Tunicata,0.004,0.01,0.007,0.01,0.008,0.0093,0.0073,0.0107,0.0086,0.0096,0.00893,0.00897,0.00932,0.0091,0.00941,0.009014,0.008998,0.008978,0.008889,0.00901,0.0089436,0.0089547,0.0089586,0.0089474,0.0090077
Tylenchida,0.009,,0.007,,,0.0037,0.0038,0.0034,0.0041,0.0024,0.00361,0.00365,0.00387,0.00397,0.00388,0.003776,0.00377,0.003706,0.003687,0.003709,0.0037246,0.0037346,0.0037132,0.0037353,0.0037343
UA11,,,,,,,,,,,,,,,,,,,,,2.4e-06,1.8e-06,3e-06,2.2e-06,1.9e-06
UASB-TL25,,,,,,,,,,,,,,,,,9e-06,,,,,1.4e-06,1.2e-06,1.2e-06,6e-07
UBA10353 marine group,,,,,,,,,,,,,,,,1.2e-05,1.2e-05,1.1e-05,8e-06,,1.59e-05,1.48e-05,1.37e-05,1.7e-05,1.51e-05
UCT N117,,,,,,,,,,,,,,,,,,,,,3e-07,2e-07,5e-07,2e-07,3e-07
Ulvales,,,,,,,,,,,,,,,,,,,,,9e-07,2.4e-06,2e-06,1.1e-06,2.3e-06
Umbelopsidales,,,,,,,,,,,,,,,,,4e-06,,,,1e-06,1.3e-06,1e-06,1.4e-06,1.7e-06
Umbilicariales,,,,,,,,,,,,,,,,,,,,,7e-07,5e-07,9e-07,,1e-06
Unknown Family,,,,,,,,,0.0006,,0.00084,0.0014,0.00141,0.00109,0.00126,0.001194,0.001046,0.001125,0.001123,0.001039,0.0010947,0.0010926,0.001102,0.0011139,0.001114
Unknown Order,,,,,,0.0002,,0.0004,,,0.00029,0.00026,0.00033,0.00037,0.00046,0.000358,0.000369,0.000357,0.000369,0.000375,0.0003968,0.0004005,0.0004002,0.000405,0.0003984
Urocystidales,,,,,,,,,,,,,,,,,,,,,5.3e-06,,6.3e-06,,3.7e-06
Urostylida,,,,,,,,,,,,,,,,,,,,,2e-07,,1.2e-06,,2e-07
Ustilaginales,,,,,,,,,,,,,,,,6e-06,,,2e-06,,4.6e-06,7.6e-06,5.6e-06,5.3e-06,8.5e-06
Ustilaginomycetes,,,,,,,,,,,,,,,,,,,,,,3e-07,,,2e-07
Vampirovibrionales,,,,,,,,,,,,,,,0.00012,7.7e-05,6.9e-05,,,7e-05,5.12e-05,6.11e-05,,6.11e-05,
Veillonellales,,,,,,,,,,,,,,,,,,,,,1.4e-06,7e-07,1.1e-06,1.3e-06,1.8e-06
Veillonellales-Selenomonadales,,,,,,,,,,,,,,,,,,,,,1.4e-06,1.6e-06,1.3e-06,1.5e-06,1.4e-06
Venerida,,,,,,,,,,,,,,,,,,,,,7e-07,,2e-07,8e-07,
Venturiales,,,,,,,,,,,,,,,,,,,,,4.2e-06,4.3e-06,3.8e-06,4.8e-06,4.6e-06
Verongiida,,,,,,,,,,,,,,,,,,,,,4e-07,,6e-07,,
Verrucariales,,,,,,0.0008,0.0007,0.0007,0.0007,0.0008,0.0006,0.00072,0.00051,0.00072,0.0005,0.00063,0.000597,0.000641,0.000667,0.000625,0.0006183,0.0006181,0.0006253,0.0006213,0.0006208
Verrucomicrobia bacterium SCGC,,,,,,,,,,,,,,,,8e-06,,9e-06,1.4e-05,6e-06,3.6e-06,3.5e-06,4.5e-06,3.6e-06,3.6e-06
Verrucomicrobiales,,,,,,0.0014,0.0021,0.0016,0.0007,0.0015,0.00181,0.00188,0.00226,0.00189,0.002,0.002036,0.001993,0.001931,0.001926,0.001899,0.0018823,0.0019254,0.0019166,0.0019007,0.0019088
Vertebrata,,,,,,,0.0002,,,,0.00014,0.00022,0.00018,0.00013,8e-05,0.000312,0.000222,0.000344,0.000306,0.000271,0.0003637,0.0003661,0.0003814,0.0003751,0.0003817
Vestibuliferida,,,,,,,,,,,,,,,,,,,,2e-06,,1.8e-06,,,
Vibrionales,,,,,,0.0011,0.0004,0.0007,0.0011,,0.00122,0.00087,0.00093,0.00086,0.00118,0.001024,0.000983,0.001031,0.000949,0.00101,0.0009698,0.0009726,0.0009773,0.000988,0.0009769
Vicinamibacterales,,,,,,,,,,,,,,,,,1.3e-05,,,,1.6e-06,1.8e-06,1.6e-06,3.3e-06,9e-07
Victivallales,,,,,,,,,,,,,,,8e-05,1.1e-05,2e-05,1.2e-05,1e-05,,1.7e-05,1.73e-05,1.77e-05,1.83e-05,1.93e-05
Vigna radiata var. radiata (mung,,,,,,,,,,,,,,,,,,,,,2e-07,2e-07,,,2e-07
Vitales,,,,,,,,,,,,,,,,,,,,,,,,2e-07,
WCHB1-41,,,,,,,,,,,,,,,,1e-05,1.1e-05,,,2e-06,1.66e-05,1.32e-05,1.32e-05,1.52e-05,1.5e-05
WCHB1-81,,,,,,,,,,,,,,,,,,,,,1e-06,9e-07,8e-07,1e-06,1.1e-06
WPS-2,,,,,,,,,,,,,,,,,,,3e-06,,1.7e-06,2e-06,1.8e-06,1.4e-06,1.9e-06
WWE3,,,,,,,,,,,,,,,,2e-06,2e-06,2e-06,,2e-06,1.2e-06,1.3e-06,1.5e-06,1.5e-06,1e-06
Wallemiales,,,,,,,,,,,,,,,,5e-06,,,,,8e-07,7e-07,1e-06,6e-07,1.2e-06
Watanabeales,,,,,,,,,,,,,,,,,,,,5e-06,6.3e-06,3.9e-06,3.6e-06,4.9e-06,4.2e-06
Woesearchaeales,,,,,,,,,,,2e-05,,,,,,,2e-06,2e-06,,2.4e-06,3.5e-06,3.1e-06,3.9e-06,4.4e-06
Woeseiales,,,,,,,,,0.0023,,0.00065,0.00052,0.00051,0.0005,0.00057,0.000208,0.000184,0.000191,0.000204,0.000221,0.0001962,0.0002056,0.0002023,0.0002063,0.0002014
X35,,,,,,,,,,,,,,,,,,7e-06,,,1.08e-05,1.13e-05,1.14e-05,1.04e-05,1.17e-05
Xanthomonadales,,,,,,,,0.002,0.002,,0.00068,0.00067,0.00067,0.00073,0.0006,0.000631,0.000668,0.000622,0.000601,0.000647,0.0006099,0.0006089,0.0006068,0.0006022,0.0005937
Xylariales,,,,,,0.0011,,0.0006,0.0012,0.0012,0.0009,0.00095,0.00088,0.00065,0.00092,0.000866,0.000937,0.000856,0.000887,0.000829,0.000808,0.0008006,0.0008195,0.0008041,0.0008029
Zingiberales,,,,,,,,,,,,,,,,3.1e-05,2.8e-05,2.6e-05,2e-05,2.3e-05,2.85e-05,2.89e-05,2.9e-05,2.53e-05,3.14e-05
Zixibacteria,,,,,,,,,,,,,,,,,,,,,9e-07,8e-07,8e-07,1.3e-06,7e-07
Zoopagales,,,,,,,,,,,,,,,,,,,,,,,,2e-07,
Zoraptera,,,,,,,,,,,,,,,,,,,3e-06,2e-06,2.5e-06,2.2e-06,2e-06,2.5e-06,1.5e-06
Zygentoma,,,,,,,,,,,,,,,,,,,,,3e-07,2e-07,2e-07,,2e-07
Zygnematales,,,,,,,,,,,,,,,,,,,,,,2e-07,2e-07,,3.2e-06
Zygnematophyceae,,,,,,,,0.0022,,,0.00036,,0.00024,0.00047,0.00075,0.000646,0.000566,0.0006,0.000597,0.000644,0.0006042,0.0005989,0.0005953,0.0005956,0.0005948
Zygodiscales,,,,,,,,,,,,,,,,,,,,,,,3e-07,,
aaa34a10,,,,,,,,,,,,,,,,,,,,,1.52e-05,1.96e-05,,,2.09e-05
bacterium SH3-11 ,,,,,,,,,,,,,,,,,,,,,5e-07,,6e-07,5e-07,
environmental clone OCS54  ,,,,,,,,,,,,,,,,,,,,,,2e-07,,2e-07,
hydrothermal vent metagenome,,,,,,,,,,,,,,,,,,,,,,,2e-07,,
hypersaline lake,,,,,,,,,,,,,,,,,,,,,6e-07,5e-07,,,
marine metagenome  ,,,,,,,,,,,0.00011,,7e-05,9e-05,7e-05,7.8e-05,8.5e-05,8.1e-05,8.1e-05,0.000105,8.66e-05,8.72e-05,8.87e-05,8.78e-05,8.77e-05
marine metagenome   ,0.004,0.008,,0.005,0.005,0.0044,0.0033,0.0039,0.0047,0.0053,0.00366,0.0034,0.00408,0.00369,0.00371,0.003756,0.003773,0.003738,0.003813,0.003797,0.0037709,0.0037427,0.003745,0.003726,0.003749
methanogenic bacterium enrichment culture archaeon,,,,,,,,,,,,,,,,,,,,,,,2e-07,,
mle1-8,,,,,,,,,,,,,,,,,,,2e-06,,2e-06,2e-06,2.4e-06,2.4e-06,1e-06
pItb-vmat-80,,,,,,,,,,,,,,,,9e-06,1.7e-05,9e-06,7e-06,9e-06,1.08e-05,1.15e-05,9.4e-06,1.2e-05,1.18e-05
possible order 07,,,,,,,,,,,,,,,,1.4e-05,2.4e-05,2.4e-05,1.4e-05,1.4e-05,1.95e-05,1.96e-05,1.76e-05,2.15e-05,1.92e-05
uncultured,,,,,,,,,,,0.00037,0.00024,0.00022,0.00015,0.00036,0.000272,0.000299,0.00029,0.000276,0.000264,0.0002685,0.0002655,0.000267,0.0002703,0.0002664
uncultured Acidobacteria bacterium ,,,,,,,,,,,,,,,,1.3e-05,,5e-06,3e-06,3e-06,1.39e-05,1.49e-05,1.54e-05,1.93e-05,1.56e-05
uncultured Acidobacteria bacterium  ,,,,,,,,,,,,,,,,,,2e-06,,,2e-07,3e-07,2e-07,4e-07,5e-07
uncultured Acidobacteriales bacterium ,,,,,,,,,,,,,,,,,,,,,1.5e-06,9e-07,1.7e-06,1.2e-06,4e-07
uncultured Armatimonadetes bacterium  ,,,,,,,,,,,,,,,,,,,,,3e-07,6e-07,,5e-07,7e-07
uncultured Bacteroidetes bacterium ,,,,,,,,,,,,,,,,5e-06,9e-06,4e-06,1.6e-05,1.6e-05,7.8e-06,6.5e-06,7.3e-06,7.8e-06,7.5e-06
uncultured Bacteroidetes bacterium  ,,,,,,,,,,,,,,,,,,,,,2e-07,4e-07,2e-07,2e-07,
uncultured Banisveld eukaryote  ,,,,,,,,,,,,,,,,6e-06,,4e-06,5e-06,5e-06,5.2e-06,5.6e-06,4.9e-06,6.7e-06,7e-06
uncultured Cenarchaeum sp.,,,,,,,,,,,,,,,,,,,,,3e-07,2e-07,3e-07,,
uncultured Chloroflexi bacterium ,,,,,,,,,,,,,,,,,,,,,1.2e-06,1.2e-06,1.1e-06,9e-07,1.8e-06
uncultured Chloroflexi bacterium  ,,,,,,,,,,,,,,,,6e-06,9e-06,4e-06,3e-06,8e-06,8.8e-06,9e-06,8.8e-06,7.8e-06,9e-06
uncultured Chlorophyta   ,,,,,,,,,,,9e-05,8e-05,,,0.0001,6.7e-05,4.7e-05,4e-05,3.8e-05,4.2e-05,4.63e-05,4.42e-05,4.31e-05,4.29e-05,4.28e-05
uncultured Chytridiomycota  ,,,,,,,,0.0006,0.0005,0.0005,0.00037,0.00035,0.00042,0.00052,0.00044,0.000341,0.000365,0.000385,0.000353,0.000361,0.0003624,0.0003659,0.0003683,0.000371,0.0003656
uncultured Chytridiomycota   ,,,,,,,,,,,,,,,,,,,,,3.8e-06,4.1e-06,3.9e-06,3.8e-06,4.4e-06
uncultured Crater Lake,,,,,,,,,,,,,,,,,,,,,,,,2e-07,
uncultured Cryptomycota   ,,,,,,,,,,,0.00015,0.00015,0.00011,,0.0001,7.3e-05,0.000102,8.4e-05,9.7e-05,8.7e-05,8.62e-05,8.79e-05,8.65e-05,8.8e-05,8.8e-05
uncultured Microgenomates group bacterium,,,,,,,,,,,,,,,,,,,,,3e-07,6e-07,6e-07,2e-07,2e-07
uncultured Nitrosopumilales,,,,,,,,,,,,,,,,,,2e-06,,,4e-07,,,,6e-07
uncultured Parcubacteria group bacterium,,,,,,,,,,,2e-05,,,,,1e-05,6e-06,8e-06,9e-06,8e-06,5.9e-06,7e-06,8.9e-06,6e-06,7.9e-06
uncultured Spirochaetes bacterium  ,,,,,,,,,,,,,,,,,,,,,,2e-07,2e-07,,
uncultured Thermomicrobia bacterium  ,,,,,,,,,,,,,,,,4e-06,,,4e-06,3e-06,2.9e-06,2.2e-06,2.9e-06,3e-06,3.2e-06
uncultured Thermotogae bacterium  ,,,,,,,,,,,,,,,,,,,,,,,7e-07,,
uncultured Verrucomicrobia bacterium,,,,,,,,,,,,,,,,,,,,,3.4e-06,4.4e-06,2e-06,4.7e-06,4.2e-06
uncultured Verrucomicrobia bacterium  ,,,,,,,,,,,,,,,5e-05,1.3e-05,2.9e-05,1.1e-05,1.7e-05,2.3e-05,1.66e-05,1.65e-05,1.8e-05,1.67e-05,1.55e-05
uncultured Verrucomicrobia subdivision 5 bacterium,,,,,,,,,,,,,,,,,,,,5e-06,9e-07,1.4e-06,1e-06,1e-06,1.4e-06
uncultured actinobacterium   ,,,,,,,,,,,,,,,,,,,,,2e-07,,2e-07,3e-07,2e-07
uncultured anaerobic bacterium ,,,,,,,,,,,,,,,,,,,,,4.6e-06,4.4e-06,3.9e-06,3.1e-06,5e-06
uncultured archaeon,,,,,,,,,,,2e-05,,,,,2.1e-05,7.9e-05,1.6e-05,2.8e-05,2.7e-05,6.54e-05,4.23e-05,6.61e-05,3.89e-05,5.52e-05
uncultured archaeon ,,,,,,,,,,,,5e-05,3e-05,4e-05,6e-05,8.5e-05,0.000113,6.4e-05,0.000126,0.000105,0.0001536,0.0001525,0.0001414,0.0001562,0.0001537
uncultured archaeon  ,,,,,,,,,,,,,,,,7e-06,3e-06,4e-06,4e-06,3e-06,1.2e-05,1.06e-05,1.25e-05,9.1e-06,1.26e-05
uncultured archaeon   ,,,,,,,,,,,,,,,,2e-06,6e-06,1.1e-05,1.4e-05,1.4e-05,1.78e-05,2.45e-05,2.39e-05,2.67e-05,2.13e-05
uncultured archaeon 19a-27,,,,,,,,,,,,,,,,,,,,,,,,,2e-07
uncultured bacterium,,,,,,,,,,,2e-05,,,,,3e-06,2e-06,2e-06,2e-06,3e-06,3.3e-06,2.6e-06,2.9e-06,2.1e-06,2.7e-06
uncultured bacterium ,,,,,,,,,,,8e-05,3e-05,0.00011,,7e-05,0.000134,0.000157,0.000176,0.000148,0.000144,0.0001728,0.0001749,0.0001699,0.0001691,0.0001727
uncultured bacterium  ,,,,,,,,0.0002,,,2e-05,5e-05,,,,6.6e-05,7.1e-05,0.000141,5.8e-05,9.2e-05,0.0001813,0.0001583,0.000186,0.0002065,0.0001913
uncultured bacterium   ,0.029,,0.026,,,0.0124,0.0142,0.0125,0.0135,0.012,0.01238,0.01315,0.01348,0.01335,0.01302,0.012963,0.013027,0.013287,0.012968,0.012946,0.0131089,0.0131395,0.0131795,0.0131348,0.0131563
uncultured bacterium 213 ,,,,,,,,,,,0.00018,,,,,,3.5e-05,3.7e-05,3.7e-05,7.2e-05,4.34e-05,4.61e-05,4.4e-05,4.16e-05,4e-07
uncultured bacterium AD248-D7-1A ,,,,,,,,,,,,,,,,,,,,,,,,2e-07,
uncultured crenarchaeote,,,,,,,0.0005,0.0008,0.0007,0.0005,0.00035,0.00039,0.00026,0.00031,0.00036,0.00039,0.000387,0.000345,0.000427,0.000358,0.0003828,0.000382,0.0003821,0.0003722,0.0003758
uncultured crenarchaeote ,,,,,,,,,,,2e-05,,,,,,,2e-06,8e-06,,1.1e-05,1.39e-05,1.37e-05,1.04e-05,1.26e-05
uncultured crenarchaeote  ,,,,,,,,,,,,3e-05,,,2e-05,2.5e-05,2.6e-05,1.4e-05,1.7e-05,1e-05,2.05e-05,2.1e-05,1.98e-05,1.95e-05,2.06e-05
uncultured crenarchaeote   ,,,,,,,,,,,,,,,,,,,,,7e-07,8e-07,8e-07,,
uncultured cyanobacterium   ,,,,,,,,,,,7e-05,,,8e-05,4e-05,7.3e-05,4.9e-05,6.1e-05,8.2e-05,7.5e-05,6.1e-05,6.37e-05,6.41e-05,7.47e-05,6.29e-05
uncultured deep-sea bacterium  ,,,,,,,,,,,,,,,,,,,,,5e-07,6e-07,3e-07,5e-07,
uncultured delta proteobacterium  ,,,,,,,,,,,,,,,,,,,,,3e-07,,,,
uncultured diatom   ,,,,,,,,,,,,,,,,,,,,2e-06,7.1e-06,2.7e-06,3.6e-06,3.5e-06,3.5e-06
uncultured dinoflagellate   ,,,,,,,,,,,,,,,,,,,,,3e-07,3e-07,,3e-07,
uncultured eukaryote  ,,,,,,,,,,,,,,,,,,,,3e-06,1.7e-06,1.4e-06,9e-07,6.7e-06,6.3e-06
uncultured eukaryote   ,,,,,,,,0.0015,,0.0012,0.00047,0.00035,0.00032,0.0005,0.00038,0.000418,0.00043,0.00047,0.000451,0.000429,0.0004661,0.0004428,0.0004586,0.0004629,0.0004591
uncultured euryarchaeote,,,,,,,,,,,,,,,,,,,,,5e-06,4e-07,1.31e-05,,8.3e-06
uncultured euryarchaeote   ,,,,,,,,,,,,,,,,4e-06,,2e-06,,2e-06,3.2e-06,3.1e-06,2.3e-06,3.4e-06,3.2e-06
uncultured forest soil bacterium,,,,,,,,,,,,,,,,,,,,,2e-07,2e-07,2e-07,,
uncultured freshwater cryptophyte  ,,,,,,,,,,,,,,,,,2e-06,,,4e-06,1.6e-06,2.1e-06,1.2e-06,1.7e-06,1.5e-06
uncultured freshwater eukaryote  ,,,,,,,,,,,,,,,,,,,,5e-06,7e-07,7e-07,4e-07,5e-07,9e-07
uncultured gamma proteobacterium ,,,,,,,,,,,,,,,,,,,,,,2e-07,,,
uncultured gamma proteobacterium  ,,,,,,,,,,,,,,,,,,,,,8e-07,1.3e-06,1.8e-06,1.3e-06,1.1e-06
uncultured marine,,,,,,,,,,,4e-05,,6e-05,,2e-05,3.8e-05,2e-05,3.1e-05,4.2e-05,2.3e-05,2.73e-05,2.65e-05,2.64e-05,2.91e-05,2.73e-05
uncultured marine archaeon,,,,,,,,,,,,,,,,3e-06,9e-06,1.1e-05,7e-06,4e-06,7.7e-06,8.4e-06,9e-06,6.7e-06,9.1e-06
uncultured marine bacterium,,,,,,,,,,,,,,,,,,,,2e-05,2.7e-06,3.4e-06,2.7e-06,3.5e-06,2.5e-06
uncultured marine bacterium ,,,,,,,,,,,,,,,,,,,,,1.1e-06,1.1e-06,1.6e-06,1.5e-06,1.6e-06
uncultured marine eukaryote  ,,,,,,,,0.0003,,,,3e-05,4e-05,,,2.6e-05,1.3e-05,1.9e-05,1.8e-05,1.5e-05,1.77e-05,1.91e-05,1.93e-05,1.91e-05,1.82e-05
uncultured marine euryarchaeote  ,,,,,,,,,,,,,,,,,,,,,,2e-07,,,
uncultured marine fungus  ,,,,,,,,,,,,6e-05,0.0002,,,0.000158,0.000183,0.000169,0.000176,0.000172,0.0001511,0.0001502,0.000158,0.0001596,0.0001522
uncultured marine group,,,,,,,,,,,,,,,,,,,,,3.2e-06,3e-06,2.5e-06,3.7e-06,3.4e-06
uncultured marine thaumarchaeote  ,,,,,,,,,,,,,,,,,,,,,,,,,2e-07
uncultured microorganism  ,,,,,,,,,,,,,,,,,,,2e-06,,6e-07,,,6e-07,
uncultured organism ,,,,,,,,,,,,,,,,,,,,,,2e-07,,,
uncultured organism  ,,,,,,,,,,,,,,,,,,2e-06,2e-06,5e-06,7e-06,9.7e-06,6.7e-06,7.7e-06,7.1e-06
uncultured organism   ,,0.037,,0.029,0.022,0.0144,0.0152,0.0148,0.015,0.0159,0.01393,0.01348,0.01346,0.01374,0.01324,0.013495,0.013381,0.013379,0.013764,0.013355,0.013542,0.0135387,0.0134668,0.0135344,0.0134742
uncultured phototrophic eukaryote  ,,,,,,,,,,,,,,,,3e-06,,3e-06,2e-06,2e-06,7.6e-06,4.4e-06,7.4e-06,5e-06,4.5e-06
uncultured planctomycete  ,,,,,,,,,,,,,,,,,,,,,2.8e-06,1.7e-06,2.6e-06,1.5e-06,2.7e-06
uncultured planctomycete   ,,,,,,,,,,,,6e-05,,,,6.9e-05,8.1e-05,6.8e-05,7.1e-05,7.7e-05,7.21e-05,7.09e-05,7.12e-05,7.3e-05,7.39e-05
uncultured prokaryote ,,,,,,,,,,,,,,,,,8e-06,6e-06,1.3e-05,9e-06,5.8e-06,6.3e-06,5.4e-06,6e-06,5.9e-06
uncultured prokaryote  ,,,,,,,,,,,,,,,,,,,,,2e-07,3e-07,3e-07,3e-07,5e-07
uncultured prokaryote   ,,,,,,,,,,,,,,,,,,,,,,6e-07,6e-07,,6e-07
uncultured proteobacterium  ,,,,,,,,,,,,,,,,,,2e-06,,2e-06,1.3e-06,1.3e-06,1e-06,1.2e-06,1.2e-06
uncultured rhizosphere zygomycete  ,,,,,,,,,,,,3e-05,2e-05,,,1e-05,1.3e-05,8e-06,1.3e-05,1.3e-05,1.12e-05,1.19e-05,1.09e-05,1.16e-05,1.12e-05
uncultured rumen bacterium  ,,,,,,,,,,,2e-05,,,,,1.2e-05,1.3e-05,1.4e-05,1.3e-05,1.6e-05,1.83e-05,1.51e-05,1.74e-05,1.8e-05,1.97e-05
uncultured sediment,,,,,,,,,,,,,,,,,,,3e-06,3e-06,1.8e-06,1.8e-06,1.2e-06,1.9e-06,2.1e-06
uncultured soil bacterium ,,,,,,,,,,,,,,,,5e-06,,,2e-06,6e-06,0.0002942,0.0002599,0.0001805,0.0003345,0.0001367
uncultured soil bacterium  ,,,,,,,,,,,,,,,,,,,,,3e-07,6e-07,3e-07,7e-07,8e-07
uncultured sponge,,,,,,,,,,,,,,,,4e-06,2e-05,,1.8e-05,,5.8e-06,5.8e-06,5.6e-06,5.4e-06,4.9e-06
uncultured thaumarchaeote ,,,,,,,,,,,,,,,,,,,,,,6e-07,9e-07,1.1e-06,6e-07
unidentified archaeon,,,,,,,,,,,,,,,,,,,3e-06,,3e-07,,4e-07,2e-07,5e-07
unidentified archaeon ,,,,,,,,,,,,,,,,,,,3e-06,,1.3e-06,3.5e-06,1.5e-06,1.7e-06,1.4e-06
unidentified eubacterium clone BSV85 ,,,,,,,,,,,,,,,,,,7e-06,2e-06,,3.7e-06,4.3e-06,4.1e-06,4e-06,4.3e-06
unidentified marine bacterioplankton ,,,,,,,,,,,,,,,,,,,,,1.4e-06,1.7e-06,1.5e-06,1.3e-06,1.3e-06
unidentified marine bacterioplankton  ,,,,,,,,,,,,,,,,,,,,,1e-06,7e-07,9e-07,6e-07,1.3e-06
vadinBA26,,,,,,,,,,,,,,,,,,,,,1.3e-06,1.4e-06,1.2e-06,1e-06,1.1e-06
vadinHA49,,,,,,,,,,,,,,,,7e-06,2e-06,4e-06,2e-06,5e-06,7.4e-06,8.4e-06,6.4e-06,6.7e-06,7.8e-06
wastewater metagenome  ,,,,,,,,,,,,,,,,,,,,,1.3e-06,1.1e-06,1.8e-06,1.9e-06,
wastewater metagenome   ,,,,,,,,,,,,,,,,,,,,,3e-07,,4e-07,4e-07,
