,taxon_id,1K_1-genus,1K_2-genus,1K_3-genus,1K_4-genus,1K_5-genus,10K_1-genus,10K_2-genus,10K_3-genus,10K_4-genus,10K_5-genus,100K_1-genus,100K_2-genus,100K_3-genus,100K_4-genus,100K_5-genus,1M_1-genus,1M_2-genus,1M_3-genus,1M_4-genus,1M_5-genus,10M_1-genus,10M_3-genus,10M_4-genus,10M_5-genus
Methyloversatilis,378210.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,10.0,14.0,10.0,7.0,7.0,92.0,80.0,99.0,106.0
Sediminibacter,379072.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,7.0,2.0,5.0,9.0,69.0,59.0,55.0,63.0,60.0,624.0,612.0,613.0,582.0
Telmatospirillum,382513.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,1.0,12.0,15.0,9.0,14.0,17.0,118.0,129.0,126.0,107.0
Nisaea,390876.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,2.0,7.0,3.0,1.0,34.0,39.0,46.0,24.0,31.0,367.0,366.0,353.0,387.0
Geoalkalibacter,392332.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11.0,20.0,14.0,15.0,18.0,135.0,140.0,141.0,130.0
Actinospica,414715.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,5.0,4.0,9.0,4.0,6.0,37.0,53.0,43.0,38.0
Reyranella,445219.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,2.0,1.0,3.0,29.0,27.0,31.0,30.0,26.0,275.0,275.0,269.0,253.0
Henriciella,453849.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,6.0,7.0,7.0,9.0,6.0,67.0,59.0,76.0,75.0,69.0,664.0,661.0,664.0,698.0
Acidisoma,512381.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,6.0,5.0,6.0,3.0,5.0,69.0,68.0,75.0,69.0
Persicirhabdus,518754.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,9.0,3.0,3.0,2.0,1.0,31.0,33.0,31.0,29.0,38.0,293.0,276.0,300.0,315.0
Zhouia,561555.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,1.0,1.0,2.0,1.0,30.0,20.0,29.0,35.0,24.0,279.0,297.0,263.0,270.0
Halovibrio,576341.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,7.0,5.0,5.0,3.0,36.0,34.0,34.0,36.0
Citreimonas,608658.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,16.0,15.0,10.0,14.0,12.0,136.0,131.0,137.0,147.0
Candidatus Planktophila,622681.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,2.0,5.0,12.0,20.0,13.0,15.0,12.0,135.0,127.0,134.0,134.0
Afifella,643217.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,3.0,1.0,0.0,2.0,14.0,16.0,12.0,18.0,19.0,163.0,152.0,153.0,151.0
Phycisphaera,666508.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,3.0,1.0,1.0,27.0,23.0,25.0,23.0,22.0,218.0,222.0,223.0,201.0
Ignavibacterium,795750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,1.0,1.0,0.0,6.0,12.0,10.0,7.0,10.0,95.0,91.0,88.0,96.0
Euzebya,908623.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,3.0,0.0,20.0,21.0,21.0,22.0,20.0,176.0,186.0,189.0,205.0
Acanthoceras,1003313.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,4.0,0.0,3.0,0.0,17.0,18.0,11.0,25.0,14.0,166.0,159.0,168.0,171.0
Thalassocella,1123951.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,4.0,2.0,3.0,2.0,29.0,24.0,27.0,29.0,33.0,329.0,320.0,304.0,307.0
Porticoccus,1123967.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,2.0,4.0,3.0,2.0,22.0,34.0,24.0,31.0,35.0,268.0,266.0,257.0,246.0
Rivibacter,1146865.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,1.0,1.0,0.0,1.0,5.0,11.0,7.0,5.0,9.0,66.0,76.0,73.0,68.0
Vitrella,1169538.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,8.0,11.0,8.0,10.0,9.0,102.0,98.0,106.0,101.0
Roseofilum,1233426.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,4.0,4.0,5.0,6.0,54.0,48.0,53.0,43.0
Mariniradius,1245590.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,0.0,0.0,1.0,10.0,11.0,11.0,7.0,3.0,93.0,97.0,94.0,82.0
Alloprevotella,1283313.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,3.0,3.0,28.0,40.0,38.0,32.0
Arcticibacter,1288026.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,9.0,9.0,8.0,13.0,6.0,98.0,100.0,104.0,101.0
Magnetovibrio,1313115.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,11.0,12.0,8.0,9.0,12.0,97.0,95.0,97.0,102.0
Pontibaca,1400059.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,4.0,0.0,1.0,19.0,13.0,14.0,10.0,16.0,152.0,163.0,156.0,155.0
Candidatus Omnitrophus,1431823.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,4.0,12.0,10.0,10.0,10.0
Pelagimonas,1434029.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,7.0,8.0,8.0,3.0,47.0,57.0,45.0,56.0,46.0,529.0,533.0,556.0,512.0
Algisphaera,1472699.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,7.0,1.0,1.0,16.0,13.0,22.0,19.0,15.0,168.0,167.0,163.0,163.0
Catalinimonas,1522128.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,4.0,1.0,3.0,0.0,16.0,15.0,15.0,14.0,15.0,170.0,171.0,161.0,147.0
Mariniphaga,1573806.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,4.0,2.0,3.0,0.0,23.0,14.0,13.0,11.0,19.0,197.0,200.0,205.0,192.0
Ciceribacter,1648508.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,2.0,9.0,12.0,11.0,11.0,10.0,94.0,100.0,111.0,103.0
Luteibaculum,1649465.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,6.0,6.0,4.0,3.0,60.0,39.0,38.0,35.0,36.0,425.0,442.0,433.0,428.0
Rhizorhapis,1649487.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,7.0,1.0,8.0,3.0,5.0,55.0,49.0,46.0,48.0
Cereibacter,1653176.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,4.0,8.0,5.0,6.0,35.0,46.0,46.0,51.0,46.0,504.0,510.0,513.0,504.0
Confluentibacter,1763531.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,15.0,10.0,10.0,15.0,101.0,105.0,119.0,106.0,125.0,1105.0,1081.0,1097.0,1077.0
Niveibacterium,1769726.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,7.0,9.0,5.0,9.0,7.0,44.0,48.0,71.0,59.0
Limisphaera,1775685.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,7.0,6.0,8.0,2.0,44.0,44.0,44.0,48.0
Sulfuriferula,1778653.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,2.0,2.0,0.0,11.0,18.0,17.0,16.0,16.0,175.0,184.0,173.0,163.0
Sulfuriflexus,1860077.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,3.0,3.0,1.0,0.0,35.0,31.0,18.0,31.0,36.0,335.0,310.0,329.0,306.0
Candidatus Jidaibacter,1891672.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,4.0,5.0,3.0,3.0,1.0,43.0,43.0,41.0,31.0
Fimbriiglobus,1914234.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,1.0,4.0,3.0,4.0,10.0,11.0,6.0,71.0,83.0,79.0,72.0
Candidatus Vecturithrix,1940407.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,14.0,9.0,14.0,9.0,10.0,103.0,114.0,103.0,99.0
Pacificimonas,1960290.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,7.0,6.0,5.0,6.0,42.0,28.0,47.0,31.0,47.0,379.0,384.0,384.0,388.0
Agarilytica,2036021.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,6.0,4.0,4.0,4.0,38.0,28.0,43.0,46.0,41.0,363.0,357.0,361.0,327.0
Aestuariicoccus,2054427.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,2.0,2.0,0.0,4.0,30.0,25.0,20.0,21.0,19.0,277.0,271.0,277.0,255.0
Ruficoccus,2175957.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,1.0,15.0,19.0,21.0,26.0,22.0,168.0,164.0,169.0,186.0
Thiolinea,2212691.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,7.0,9.0,4.0,63.0,69.0,59.0,74.0
Poseidonibacter,2321187.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,1.0,0.0,3.0,2.0,14.0,24.0,31.0,25.0,21.0,194.0,188.0,180.0,180.0
Candidatus Aquarickettsia,2491977.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,14.0,9.0,20.0,8.0,9.0,138.0,129.0,132.0,129.0
Capsulimonas,2494209.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,6.0,4.0,6.0,39.0,39.0,37.0,38.0
Candidatus Macondimonas,2597258.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,1.0,1.0,7.0,7.0,6.0,3.0,8.0,63.0,72.0,71.0,67.0
Aquirufa,2676247.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,5.0,1.0,4.0,20.0,25.0,28.0,19.0,30.0,228.0,235.0,228.0,226.0
Lacipirellula,2691417.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,5.0,5.0,2.0,2.0,1.0,41.0,40.0,36.0,33.0,31.0,351.0,360.0,340.0,355.0
Salaquimonas,2712688.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,3.0,4.0,6.0,5.0,49.0,42.0,48.0,56.0,46.0,427.0,458.0,436.0,427.0
Pontiella,2750657.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,7.0,11.0,6.0,12.0,92.0,83.0,102.0,79.0,101.0,942.0,912.0,928.0,892.0
Pseudopontixanthobacter,2792293.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,5.0,7.0,13.0,17.0,8.0,84.0,89.0,96.0,92.0
Candidatus Nitrosacidococcus,2796146.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,2.0,0.0,3.0,2.0,4.0,6.0,4.0,63.0,54.0,54.0,56.0
Pareuzebyella,2797878.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,6.0,0.0,4.0,2.0,37.0,37.0,43.0,40.0,31.0,374.0,383.0,358.0,372.0
Pseudidiomarina,2800384.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,9.0,11.0,10.0,8.0,84.0,80.0,86.0,96.0,92.0,833.0,852.0,823.0,855.0
Pelagerythrobacter,2800685.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,1.0,5.0,6.0,4.0,39.0,42.0,35.0,33.0,33.0,384.0,388.0,362.0,390.0
Facilibium,2820788.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,8.0,5.0,2.0,3.0,4.0,40.0,42.0,38.0,37.0
Agriterribacter,2821507.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,6.0,6.0,5.0,6.0,30.0,39.0,35.0,40.0
Flocculibacter,2834759.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,17.0,21.0,18.0,24.0,28.0,226.0,202.0,219.0,221.0
Ectobacillus,2837502.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,4.0,7.0,5.0,6.0
Citrifermentans,2883512.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,7.0,6.0,5.0,4.0,10.0,57.0,56.0,64.0,51.0
Nitrogeniibacter,2891294.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,11.0,7.0,16.0,8.0,13.0,107.0,107.0,94.0,98.0
Luteirhabdus,2893085.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,3.0,4.0,4.0,1.0,35.0,39.0,33.0,30.0,31.0,276.0,323.0,311.0,295.0
Mesobacterium,2917552.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,4.0,3.0,2.0,1.0,22.0,16.0,18.0,19.0,22.0,239.0,237.0,212.0,239.0
Salsipaludibacter,2917698.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,9.0,4.0,19.0,6.0,11.0,99.0,101.0,92.0,96.0
Ponticoccus,983507.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,10.0,5.0,1.0,10.0,10.0,74.0,76.0,68.0,57.0,72.0,643.0,642.0,629.0,645.0
Bacillus,1386.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,12.0,17.0,12.0,9.0,11.0,99.0,92.0,85.0,90.0,85.0,848.0,838.0,863.0,886.0
Sphaerotilus,34102.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,1.0,0.0,1.0,15.0,25.0,20.0,30.0,30.0,242.0,250.0,236.0,236.0
Terasakiella,196080.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,2.0,5.0,35.0,33.0,25.0,24.0,24.0,304.0,292.0,285.0,293.0
Cobetia,204286.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,4.0,2.0,2.0,5.0,23.0,27.0,25.0,28.0,27.0,274.0,287.0,279.0,257.0
Algiphilus,1266053.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,4.0,1.0,11.0,14.0,15.0,9.0,13.0,129.0,135.0,113.0,131.0
Marinibactrum,1930860.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,8.0,6.0,7.0,5.0,60.0,56.0,58.0,40.0,56.0,548.0,511.0,538.0,568.0
Novimethylophilus,2137425.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,13.0,12.0,10.0,10.0,13.0,103.0,90.0,97.0,99.0
Anatilimnocola,2807414.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,4.0,7.0,4.0,38.0,41.0,20.0,29.0,37.0,391.0,367.0,364.0,392.0
Desulfosediminicola,2886823.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,4.0,3.0,6.0,61.0,68.0,68.0,57.0,70.0,595.0,592.0,631.0,625.0
Leptothrix,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,3.0,0.0,11.0,10.0,17.0,16.0,19.0,139.0,140.0,144.0,133.0
Acidiphilium,522.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,1.0,12.0,10.0,11.0,10.0,7.0,107.0,115.0,100.0,114.0
Proteus,583.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,2.0,1.0,18.0,20.0,22.0,18.0,8.0,172.0,178.0,165.0,164.0
Serratia,613.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,4.0,5.0,3.0,30.0,45.0,33.0,38.0,46.0,392.0,388.0,385.0,366.0
Thiomicrospira,933.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,3.0,2.0,2.0,16.0,12.0,20.0,14.0,25.0,193.0,194.0,182.0,184.0
Calothrix,1186.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,12.0,22.0,15.0,14.0,14.0,175.0,179.0,196.0,179.0
Brevibacterium,1696.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,14.0,7.0,14.0,13.0,17.0,143.0,130.0,135.0,135.0
Cellulomonas,1707.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,1.0,4.0,2.0,32.0,35.0,33.0,19.0,36.0,314.0,310.0,315.0,303.0
Eubacterium,1730.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,1.0,5.0,4.0,8.0,4.0,3.0,54.0,52.0,53.0,50.0
Phytophthora,4783.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,5.0,7.0,7.0,7.0,61.0,66.0,52.0,58.0,58.0,634.0,638.0,610.0,620.0
Yarrowia,4951.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,6.0,6.0,4.0,5.0,62.0,74.0,67.0,71.0
Penicillium,5073.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,0.0,1.0,2.0,11.0,17.0,13.0,9.0,21.0,131.0,135.0,147.0,130.0
Zymobacter,33073.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,7.0,5.0,5.0,4.0,6.0,52.0,50.0,50.0,53.0
Acetobacterium,33951.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,1.0,1.0,19.0,21.0,16.0,16.0
Dictyocha,35686.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,2.0,3.0,2.0,28.0,24.0,22.0,25.0
Choricystis,41299.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,5.0,9.0,2.0,3.0,4.0,33.0,39.0,41.0,41.0
Brachybacterium,43668.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,5.0,0.0,7.0,4.0,11.0,9.0,11.0,73.0,89.0,79.0,88.0
Pleurocapsa,44474.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,8.0,5.0,8.0,4.0,53.0,56.0,57.0,53.0,57.0,526.0,518.0,493.0,516.0
Astrephomene,47772.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,4.0,4.0,3.0,26.0,28.0,40.0,32.0
Acetomicrobium,49894.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,1.0,4.0,10.0,12.0,10.0,12.0
Marinosulfonomonas,50056.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,1.0,4.0,31.0,44.0,39.0,30.0,28.0,360.0,316.0,342.0,343.0
Intrasporangium,53357.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,9.0,4.0,7.0,46.0,43.0,44.0,46.0
Lonepinella,53416.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,0.0,1.0,0.0,9.0,12.0,7.0,10.0
Xylophilus,54066.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,4.0,1.0,2.0,3.0,26.0,24.0,29.0,27.0,28.0,255.0,263.0,263.0,277.0
Tychonema,54312.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,3.0,2.0,3.0,2.0,2.0,29.0,28.0,23.0,36.0
Flammeovirga,59739.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,10.0,7.0,5.0,6.0,82.0,86.0,69.0,79.0,99.0,786.0,772.0,806.0,805.0
Sanguibacter,60919.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,2.0,6.0,4.0,1.0,30.0,33.0,27.0,40.0
Thiorhodovibrio,61593.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,3.0,2.0,1.0,16.0,15.0,12.0,21.0,19.0,216.0,193.0,203.0,198.0
Orientia,69474.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,1.0,2.0,17.0,6.0,8.0,12.0,9.0,63.0,75.0,85.0,81.0
Hydrogenophilus,70774.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,3.0,1.0,3.0,2.0,2.0,24.0,24.0,27.0,30.0
Methanocalculus,71151.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,7.0,7.0,4.0,9.0
Thraustotheca,74556.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,7.0,6.0,11.0,7.0,2.0,73.0,69.0,72.0,68.0
Tolypothrix,111782.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,0.0,5.0,5.0,36.0,35.0,34.0,36.0
Ignatzschineria,112008.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,6.0,8.0,5.0,4.0,7.0,57.0,66.0,67.0,62.0
Pigmentiphaga,152267.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,1.0,1.0,17.0,10.0,6.0,10.0,11.0,150.0,141.0,135.0,141.0
Haliangium,162027.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,5.0,5.0,6.0,57.0,51.0,63.0,65.0,46.0,557.0,523.0,565.0,541.0
Salinispora,168694.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,1.0,5.0,1.0,18.0,17.0,20.0,18.0
Hantzschia,186033.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,2.0,2.0,2.0,2.0,19.0,19.0,21.0,14.0
Acetoanaerobium,186831.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,4.0,6.0,6.0
Plumaria,189641.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0
Toxarium,210619.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,9.0,14.0,8.0,12.0,8.0,86.0,97.0,99.0,85.0
Schlegelella,215579.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,1.0,3.0,12.0,21.0,16.0,13.0,21.0,163.0,148.0,179.0,163.0
