Species,ocean_combined_1000_1,ocean_combined_1000_2,ocean_combined_1000_3,ocean_combined_1000_4,ocean_combined_1000_5,ocean_combined_10000_1,ocean_combined_10000_2,ocean_combined_10000_3,ocean_combined_10000_4,ocean_combined_10000_5,ocean_combined_100000_1,ocean_combined_100000_2,ocean_combined_100000_3,ocean_combined_100000_4,ocean_combined_100000_5,ocean_combined_1000000_1,ocean_combined_1000000_2,ocean_combined_1000000_3,ocean_combined_1000000_4,ocean_combined_1000000_5,ocean_combined_10000000_1,ocean_combined_10000000_2,ocean_combined_10000000_3,ocean_combined_10000000_4,ocean_combined_10000000_5
uncultured Rubrobacter sp.  ,,,,,,,,,,,,,,,,,,,,,,,3e-07,7e-07,6e-07
uncultured Rubrobacteraceae bacterium,,,,,,,,,,,,,,,,,,,,,,3e-07,,3e-07,3e-07
uncultured Rubrobacterales,,,,,,,,,,,,,,,,,,,,,7e-07,,5e-07,,
uncultured Rubrobacterales bacterium,,,,,,,,,,,,,,,,,,,,,1e-06,1.1e-06,8e-07,1.2e-06,1.8e-06
uncultured Rubrobacteria bacterium,,,,,,,,,,,,,,,,,,,,,6e-07,4e-07,3e-07,5e-07,8e-07
uncultured Ruegeria sp.  ,,,,,,,,,,,,,,,,,,,,,4e-07,,5e-07,,4e-07
uncultured Ruminococcaceae bacterium ,,,,,,,,,,,,,,,,,,,,,2e-07,4e-07,4e-07,6e-07,4e-07
uncultured Ruminococcaceae bacterium  ,,,,,,,,,,,,,,,,,,,,,2.5e-06,3.5e-06,1.4e-06,2.3e-06,1.8e-06
uncultured SAR11,,,,,,,,,,,,,,,,,,,2e-06,,1.3e-06,1e-06,1.1e-06,6e-07,1.2e-06
uncultured SAR86 cluster bacterium,,,,,,,,,,,,,,,,,,,7e-06,,3.5e-06,3e-06,4.2e-06,4.1e-06,3.9e-06
uncultured SB1 group bacterium,,,,,,,,,,,,,,,,,,,,,4e-07,3e-07,,3e-07,2e-07
uncultured Saccharicrinis,,,,,,,,,,,,,,,,,,,,,1.9e-06,2.1e-06,2.1e-06,1.5e-06,1.7e-06
uncultured Salegentibacter sp.  ,,,,,,,,,,,,,,,,,,,,,2e-07,,,4e-07,
uncultured Salinimicrobium sp.  ,,,,,,,,,,,,,,,,,,,,,2e-07,,,1.1e-06,2e-07
uncultured Saprospiraceae bacterium,,,,,,,,,,,,,,,,2e-06,,,,,2e-07,4e-07,4e-07,4e-07,3e-07
uncultured Saprospiraceae bacterium  ,,,,,,,,,,,,,,,,5e-06,,,3e-06,,2.8e-06,3.5e-06,2.3e-06,2.1e-06,2.4e-06
uncultured Sarcina sp. ,,,,,,,,,,,,,,,,,,,,,,,2e-07,,
uncultured Schlesneria sp.,,,,,,,,,,,2e-05,,,,,4e-06,7e-06,1e-05,8e-06,1.1e-05,6.6e-06,7.9e-06,7.8e-06,8.3e-06,7.4e-06
uncultured Schwartzia sp. ,,,,,,,,,,,,,,,,,,,,,2e-07,,,,
uncultured Scuticociliatia,,,,,,,,,,,,,,,,,,,,,2e-07,1.4e-06,1.4e-06,2e-07,1.6e-06
uncultured Sediminibacter sp.  ,,,,,,,,,,,,,,,,,,,,,,,,,4.2e-06
uncultured Selenomonas sp. ,,,,,,,,,,,,,,,,,,,,,2e-07,,2e-07,2e-07,
uncultured Selenomonas sp.  ,,,,,,,,,,,,,,,,,,,,,,,3e-07,2e-07,2e-07
uncultured Setosphaeria,,,,,,,,,,,,,,,,,,,1.1e-05,,,,,,1.5e-06
uncultured Shewanella sp.  ,,,,,,,,,,,,,,,,,,,,,6e-07,5e-07,6e-07,5e-07,9e-07
uncultured Sideroxydans sp.  ,,,,,,,,,,,,,,,,,,,,,,,,2e-07,2e-07
uncultured Simkaniaceae bacterium ,,,,,,,,,,,,,,,,1.2e-05,1.1e-05,,9e-06,6e-06,8.9e-06,8.8e-06,8.9e-06,7.9e-06,7.7e-06
uncultured Singulisphaera sp.,,,,,,,,,,,,,,,,,,,,,5e-07,3e-07,2e-07,,2e-07
uncultured Solirubrobacter sp.,,,,,,,,,,,,,,,,,,,,,,,9e-07,,8e-07
uncultured Sorangiineae bacterium  ,,,,,,,,,,,,,,,,,,,,,3e-07,,5e-07,,2e-07
uncultured Sphenomonadales,,,,,,,,,,,,,,,,,,,,,,7e-07,,,
uncultured Sphingobacteriaceae bacterium  ,,,,,,,,,,,,,,,,,,,,,3e-07,2e-07,2e-07,3e-07,2e-07
uncultured Sphingobacteriales bacterium,,,,,,,,,,,,,,,,,,,,,,2e-07,,,
uncultured Sphingobacteriales bacterium  ,,,,,,,,,,,,,,,,6e-06,,,9e-06,,2.3e-06,2.9e-06,2.3e-06,3.4e-06,1.8e-06
uncultured Sphingobacteriales cum 'Crenotrichaceae' bacterium,,,,,,,,,,,,,,,,,,,,,,,3e-07,,
uncultured Sphingobacterium,,,,,,,,,,,,,,,,2.3e-05,2e-05,2.9e-05,1.7e-05,1.8e-05,1.83e-05,1.58e-05,1.65e-05,1.57e-05,1.43e-05
uncultured Sphingobacterium sp.  ,,,,,,,,,,,,,,,,8e-06,1e-05,,5e-06,8e-06,3.4e-06,3.8e-06,4.8e-06,3.5e-06,3.5e-06
uncultured Sphingobium sp.  ,,,,,,,,,,,,,,,,,,,,,5e-07,9e-07,1.4e-06,9e-07,9e-07
uncultured Sphingomonadaceae bacterium  ,,,,,,,,,,,,,,,,,,,,,1.69e-05,1.56e-05,1.49e-05,1.24e-05,1.65e-05
uncultured Sphingomonadales bacterium  ,,,,,,,,,,,,,,,,,2e-06,,,,,3e-07,2e-07,5e-07,3e-07
uncultured Sphingomonas,,,,,,,,,,,,,,,,4e-06,,,,,6e-07,4e-07,4e-07,6e-07,4e-07
uncultured Sphingomonas sp.  ,,,,,,,,,,,,,,,,1.1e-05,7e-06,1.4e-05,1.8e-05,4e-06,1.21e-05,1.24e-05,1.39e-05,1.45e-05,1.22e-05
uncultured Sphingopyxis sp.  ,,,,,,,,,,,,,,,,,,,,,2e-07,,,,
uncultured Spirochaeta sp. ,,,,,,,,,,,,,,,,,,,,,2.9e-06,2.3e-06,2.3e-06,2.5e-06,1.8e-06
uncultured Spirochaeta sp.  ,,,,,,,,,,,,,,,,,,,,,3e-07,3e-07,,,
uncultured Spirochaetales bacterium,,,,,,,,,,,,,,,,,,,,,2e-07,,,,
uncultured Spirochaetales bacterium  ,,,,,,,,,,,,,,,,2e-06,4e-06,2e-06,,4e-06,2.2e-06,2.3e-06,2.7e-06,2.4e-06,2.1e-06
uncultured Spirochaetes bacterium,,,,,,,,,,,,,,,,2e-06,2e-06,2e-06,,,2.5e-06,3e-06,3.2e-06,2.6e-06,3e-06
uncultured Spirochaetes bacterium ,,,,,,,,,,,,,,,,,2e-06,4e-06,4e-06,2e-06,6.6e-06,4.8e-06,5.6e-06,4.6e-06,5.6e-06
uncultured Spirochaetes bacterium  ,,,,,,,,,,,,,,,,3e-06,9e-06,,5e-06,,7.5e-06,6.6e-06,6.2e-06,5.4e-06,5.7e-06
uncultured Spiroplasma sp.  ,,,,,,,,,,,,2e-05,,,,,,2e-06,,,7e-07,5e-07,9e-07,9e-07,8e-07
uncultured Spirotrichea,,,,,,,,,,,,,,,,,2e-06,,,,,,,,
uncultured Spongiibacter,,,,,,,,,,,,,,,,,,,,,,,,,1.8e-06
uncultured Sporichthyaceae bacterium,,,,,,,,,,,,,,,,,,,,,,,,,2e-07
uncultured Sporomusa sp.  ,,,,,,,,,,,,,,,,,,,,,,,,2e-07,
uncultured Staleya sp.  ,,,,,,,,,,,,,,,,,,,,,,,4e-07,,2e-07
uncultured Staphylococcus sp.  ,,,,,,,,,,,,2e-05,,,3e-05,1.3e-05,8e-06,1.4e-05,1.2e-05,1.6e-05,1.3e-05,1.06e-05,1.29e-05,1.24e-05,1.46e-05
uncultured Stella sp.,,,,,,,,,,,,,2e-05,,,,3e-06,5e-06,8e-06,7e-06,6.7e-06,7.6e-06,7e-06,7.8e-06,6.1e-06
uncultured Stenotrophomonas bacterium  ,,,,,,,,,,,,,,,,,,,,,,2e-07,3e-07,,
uncultured Stenotrophomonas sp.,,,,,,,,,,,,,,,,,3e-06,,,,5e-07,7e-07,4e-07,5e-07,6e-07
uncultured Stenotrophomonas sp.  ,,,,,,,,,,,,,,,,,,,,2e-06,1.1e-06,1e-06,6e-07,9e-07,1e-06
uncultured Steroidobacter sp.,,,,,,,,,,,,,,,,,,,,,1.5e-06,1.3e-06,1e-06,1.1e-06,1.3e-06
uncultured Streptococcaceae bacterium  ,,,,,,,,,,,,,,,,,,,,,1.5e-06,1.1e-06,1.1e-06,1.2e-06,1.4e-06
uncultured Streptococcus sp.  ,,,,,,,,,,,,,,,,,,,,,7e-07,6e-07,,7e-07,7e-07
uncultured Streptomyces sp.  ,,,,0.004,,,,,,,0.00023,9e-05,0.00036,0.00019,0.0001,0.000158,0.000145,0.000148,0.000159,0.000165,0.0001412,0.0001372,0.0001378,0.0001416,0.0001432
uncultured Stygiolobus sp.  ,,,,,,,,,,,,,,,,,,,,,,,,,2e-07
uncultured Sulfitobacter sp.  ,,,,,,,,,,,,,,,,,,,,,,,,5e-07,
uncultured Sulfobacillus sp. ,,,,,,,,,,,,,,,,,,,,,3e-07,2e-07,2e-07,,
uncultured Sulfolobales archaeon  ,,,,,,,,,,,,,,,,,5e-06,,,,1.5e-06,1.5e-06,1.4e-06,1.6e-06,1.2e-06
uncultured Sulfurihydrogenibium sp.  ,,,,,,,,,,,,,,,,,,,,,2e-07,4e-07,3e-07,2e-07,
uncultured Sulfurimonas sp.  ,,,,,,,,,,,,,,,,,,,,,3e-07,2e-07,4e-07,6e-07,
uncultured Sulfurovum sp.  ,,,,,,,,,,,,,,,,,7e-06,8e-06,,,6.4e-06,6.5e-06,5.9e-06,6.5e-06,7.4e-06
uncultured Sunxiuqinia sp.,,,,,,,,,,,,,,,,,,,,,4e-07,2e-07,,,
uncultured Sunxiuqinia sp.  ,,,,,,,,,,,,,,,,,,,,,8e-07,7e-07,8e-07,4e-07,8e-07
uncultured Synechococcus sp.  ,,,,,,,,,,,,,,,,2e-06,,,,,1.8e-06,1.6e-06,1.7e-06,1.7e-06,1.3e-06
uncultured Synergistes sp.  ,,,,,,,,,,,,,,,,,,,,,,,,,2e-07
uncultured Synergistetes bacterium  ,,,,,,,,,,,,,,,,,,,,,2e-07,8e-07,6e-07,6e-07,7e-07
uncultured Syntrophaceae bacterium,,,,,,,,,,,,,,,,,,,,,,2e-07,2e-07,,2e-07
uncultured Syntrophaceae bacterium  ,,,,,,,,,,,,,,,,,,2e-06,,,,,,,
uncultured Telonemida,,,,,,,,,,,,,,,,,,,,,,2e-07,,2e-07,2e-07
uncultured Terrimonas sp.  ,,,,,,,,,,,,,,,,,,,,,,,4e-07,,
uncultured Tetracystis,,,,,,,,,,,,,,,,,,,,,1.6e-06,1.6e-06,1.5e-06,9e-07,
uncultured Thanatephorus,,,,,,,,,,,,,,,,9e-06,,,1.2e-05,1.9e-05,1.01e-05,1.03e-05,1.04e-05,8.9e-06,9.8e-06
uncultured Thermoanaerobacterales bacterium,,,,,,,,,,,,3e-05,,,,7e-06,5e-06,,6e-06,8e-06,6.3e-06,6e-06,6.8e-06,5.9e-06,6.8e-06
uncultured Thermocladium sp.  ,,,,,,,,,,,,,,,,,,,,3e-06,1.9e-06,1.4e-06,1.7e-06,1.3e-06,1.6e-06
uncultured Thermodesulfobacteriaceae bacterium,,,,,,,,,,,,,,,,,,,,,2e-07,,,,
uncultured Thermodesulfobacterium sp.  ,,,,,,,,,,,,,,,,,,,,,2e-07,6e-07,5e-07,4e-07,6e-07
uncultured Thermodesulfovibrio sp.  ,,,,,,,,,,,,,,,,,,,,,,2e-07,,,
uncultured Thermomicrobia bacterium,,,,,,,,,,,,,,,,4e-06,,,4e-06,3e-06,2.9e-06,2.2e-06,2.9e-06,3e-06,3.2e-06
uncultured Thermomicrobium sp.,,,,,,,,,,,,,,,,,,,,,,,2e-07,2e-07,
uncultured Thermoplasmata archaeon,,,,,,,,,,,,,,,,,,,2e-06,,5.1e-06,1.9e-06,7.8e-06,8.6e-06,4.6e-06
uncultured Thermoplasmatales archaeon,,,,,,,,,,,,,,,,,,,,,7e-07,7e-07,9e-07,1.1e-06,1.3e-06
uncultured Thermoplasmatales archaeon  ,,,,,,,,,,,,,,,,,,,,,9e-07,6e-07,7e-07,7e-07,7e-07
uncultured Thermoproteales archaeon,,,,,,,,,,,,,,,,,,,,,,,2e-07,2e-07,2e-07
uncultured Thermoproteales archaeon  ,,,,,,,,,,,,,,,,,,,,,2e-07,,3e-07,,
uncultured Thermotoga sp.  ,,,,,,,,,,,,,,,,2e-06,,,,,6e-07,6e-07,5e-07,7e-07,8e-07
uncultured Thermotogaceae bacterium  ,,,,,,,,,,,,,,,,,,,,,,4e-07,9e-07,7e-07,9e-07
uncultured Thermotogae bacterium,,,,,,,,,,,,,,,,,,,,,,,7e-07,,
uncultured Thermus sp.  ,,,,,,,,,,,,,,,,6e-06,,9e-06,7e-06,8e-06,6.5e-06,6.4e-06,5.5e-06,5.9e-06,6.4e-06
uncultured Thermus/Deinococcus group bacterium ,,,,,,,,,,,,,,,,,,,,,,3e-07,,2e-07,2e-07
uncultured Thioalkalivibrio,,,,,,,,,,,,,,,,2.7e-05,2.8e-05,2.9e-05,2.3e-05,2.3e-05,2.38e-05,2.4e-05,2.39e-05,2.42e-05,2.72e-05
uncultured Thiobacillus sp.  ,,,,,,,,,,,,,,,,,,,,,,3e-07,,,3e-07
uncultured Thiothrix sp.  ,,,,,,,,,,,,,,,,,,,,,3e-07,,3e-07,,3e-07
uncultured Tintinnida,,,,,,,,,,,,,,,,,,,,,,4e-07,4e-07,4e-07,
uncultured Trachelocercidae,,,,,,,,,,,,,,,,,,,,,7e-07,8e-07,4e-07,3e-07,5e-07
uncultured Trebouxiophyceae,,,,,,,,,,,,,,,,,,,,,4e-07,2e-07,,,4e-07
uncultured Tremellaceae,,,,,,,,,,,,,,,,,,,,,2e-07,,2e-07,,2e-07
uncultured Treponema clone CFS6 ,,,,,,,,,,,,,,,,,,,,,,,,3e-07,
uncultured Treponema clone HsDiSp314,,,,,,,,,,,,,,,,,,,3e-06,,4e-07,4e-07,2e-07,3e-07,2e-07
uncultured Treponema sp.,,,,,,,,0.0002,,,5e-05,8e-05,8e-05,5e-05,,6.4e-05,6.9e-05,7.4e-05,7.4e-05,6.3e-05,6.69e-05,6.58e-05,7.09e-05,7.18e-05,6.83e-05
uncultured Treponema sp. ,,,,,,,,,,,,,,,,2e-06,,,,3e-06,,8e-07,1.1e-06,1e-06,4e-07
uncultured Treponema sp.  ,,,,,,,,,,,,,,,,,,,2e-06,2e-06,6.9e-06,6.9e-06,5.7e-06,4.2e-06,5.4e-06
uncultured Trichococcus sp.  ,,,,,,,,,,,,,,,,,,,,,,,,2e-07,
uncultured Tubiluchidae sp. ,,,,,,,,,,,0.00035,0.00034,0.00049,0.00038,0.00041,0.0004,0.00043,0.000392,0.000383,0.000367,0.0003934,0.0003924,0.0003829,0.0003894,0.000386
uncultured Ureaplasma sp.  ,,,,,,,,,,,,,,,,,,,,,2e-07,,,3e-07,
uncultured Vampyrellidae   ,,,,,,,,,,,,,,,,4e-06,6e-06,5e-06,,,6.5e-06,6.5e-06,5.8e-06,7.5e-06,6.1e-06
uncultured Variovorax sp.  ,,,,,,,,,,,,,,,,,,,,,,,3e-07,3e-07,
uncultured Verminephrobacter sp.  ,,,,,,,,,,,,,,,,,,,,,,,,2e-07,
uncultured Verrucomicrobia,,,,,,,,,,,,,,,,,,1.5e-05,,9e-06,9.8e-06,9e-06,9.9e-06,1.01e-05,8.8e-06
uncultured Verrucomicrobia bacterium  ,,,,,,,,,,,,,,,,,,,,2e-06,6.3e-06,8.3e-06,8.9e-06,6.4e-06,4e-06
uncultured Verrucomicrobiaceae,,,,,,,,,,,,,,,,1.2e-05,1.2e-05,1.4e-05,1.5e-05,1.9e-05,1.39e-05,1.49e-05,1.26e-05,1.41e-05,1.29e-05
uncultured Verrucomicrobiaceae bacterium  ,,,,,,,,,,,,,,,,,,,,,1.81e-05,1.98e-05,2.11e-05,2.2e-05,1.95e-05
uncultured Verrucomicrobiae,,,,,,,,,,,,,,,,,,,,,2.8e-06,2.6e-06,2.7e-06,2.9e-06,1.3e-06
uncultured Verrucomicrobiales bacterium,,,,,,,,,,,,,,,,2e-06,,,,,6e-07,8e-07,9e-07,8e-07,1.1e-06
uncultured Verrucomicrobium,,,,,,,,,,,,,,,,,,,,,2.7e-06,2.7e-06,2.5e-06,2.3e-06,2.6e-06
uncultured Verrucomicrobium sp.  ,,,,,,,,,,,,,,,,,,,,,,,,,4e-07
uncultured Vibrio sp.  ,,,,,,,,,,,,,,,,,,4.9e-05,2.3e-05,,5.6e-06,7.1e-06,7.3e-06,6.5e-06,7.4e-06
uncultured Virgibacillus sp.  ,,,,,,,,,,,,,,,,,,,,,,,,4e-07,3e-07
uncultured Wautersiella sp.  ,,,,,,,,,,,,,,,,,,,,,2e-07,,,,
uncultured Weissella sp.  ,,,,,,,,,,,,,,,,,,,,,,3e-07,,,
uncultured Winogradskyella sp.  ,,,,,,,,,,,,,,,,,,,,,5e-07,2e-07,6e-07,3e-07,6e-07
uncultured Xanthobacter sp.  ,,,,,,,,,,,,,,,,,,,,,8e-07,3e-07,6e-07,4e-07,5e-07
uncultured Xanthobacteraceae bacterium  ,,,,,,,,,,,,,,,,,,1.1e-05,1.1e-05,,5.8e-06,7.5e-06,6.5e-06,4.6e-06,7.2e-06
uncultured Xanthomonadaceae bacterium  ,,,,,,,,,,,,,,,,,,,,,,2e-07,,,
uncultured Xanthomonas sp.  ,,,,,,,,,,,,,,,,,2e-06,,3e-06,,2e-06,1.5e-06,1e-06,1.6e-06,2.2e-06
uncultured Xiphinematobacteriaceae bacterium,,,,,,,,,,,,,,,,,6e-06,,,,1.7e-06,1.5e-06,2.2e-06,2.6e-06,2.2e-06
uncultured Xylochloris,,,,,,,,,,,,,,,,,,,,,,2e-07,,,
uncultured Yersinia sp.  ,,,,,,,,,,,,,,,,1.1e-05,1.8e-05,1.1e-05,1.4e-05,2.3e-05,1.5e-05,1.53e-05,1.6e-05,1.62e-05,1.37e-05
uncultured Zavarzinella sp.  ,,,,,,,,,,,,,2e-05,,,4e-06,6e-06,6e-06,7e-06,5e-06,9.8e-06,8e-06,8.8e-06,8.9e-06,8.1e-06
uncultured Zymomonas sp.  ,,,,,,,,,,,,,,,,,,2e-06,,,5e-07,3e-07,2e-07,4e-07,7e-07
uncultured actinobacterium,,,,,,,,,,,,,,,,,,,,,4.5e-06,3.9e-06,4e-06,3.9e-06,4.2e-06
uncultured actinobacterium ,,,,,,,,,,,,,,,,,,,1.3e-05,,2e-07,6e-07,2e-07,2e-07,4e-07
uncultured actinobacterium  ,,,,,,,,,,,,,,,,,,,,,7e-07,4e-07,5e-07,3e-07,6e-07
uncultured actinobacterium   ,,,,,,,,,,,3e-05,,0.00026,,,7.5e-05,9.8e-05,0.000109,9.6e-05,8.6e-05,8.71e-05,8.04e-05,8.55e-05,8.41e-05,8.61e-05
uncultured actinomycete,,,,,,,,,,,,,,,,,,,,,2.4e-06,,2.2e-06,2e-06,2.1e-06
uncultured alpha,,,,,,,,,,,5e-05,,,,,1.6e-05,1.9e-05,1e-05,1.6e-05,1.3e-05,1.53e-05,1.48e-05,1.43e-05,1.41e-05,1.5e-05
uncultured alpha proteobacterium,,,,,,,,,,,,,,,,,,,,,2e-07,,,,
uncultured alpha proteobacterium  ,,,,,,,,,,,,8e-05,4e-05,9e-05,5e-05,0.000199,0.000218,0.000222,0.000186,0.000208,0.0002421,0.0002479,0.0002639,0.0002615,0.0002643
uncultured alveolate,,,,,,,,,,,,,,,,6e-06,2.3e-05,,3e-06,,3.24e-05,3.91e-05,2.42e-05,4.16e-05,3.08e-05
uncultured alveolate ,,,,,,,,,,,,,,,,3e-06,1.2e-05,9e-06,7e-06,6e-06,9.2e-06,9.2e-06,8.5e-06,1.03e-05,1.02e-05
uncultured alveolate   ,,,,,,,,,,,0.00011,0.0001,0.00014,9e-05,8e-05,0.000163,0.000163,0.00016,0.000145,0.000159,0.0001648,0.0001624,0.000157,0.0001595,0.0001655
uncultured ammonia-oxidizing bacterium  ,,,,,,,,,,,,,,,,,,,,,,2.1e-06,1.2e-06,1.8e-06,1.7e-06
uncultured anaerobic bacterium,,,,,,,,,,,,,,,,,,,,,4.6e-06,5.1e-06,4.6e-06,4e-06,5e-06
uncultured anaerobic bacterium  ,,,,,,,,,,,,,,,,,,,,,4e-07,2e-07,5e-07,,3e-07
uncultured archaeon,,,,,,0.0009,0.0009,0.0007,0.0009,0.0015,0.00129,0.00166,0.00112,0.00163,0.00128,0.001541,0.001504,0.001587,0.001475,0.001603,0.0018251,0.0017769,0.001831,0.0018209,0.0017941
uncultured archaeon ,,,,,,,,,,,,,,,,,,,,,9e-07,1.3e-06,1.5e-06,2.1e-06,5e-07
uncultured archaeon  ,,,,,,,,,,,,,,,,,,,,,4e-07,6e-07,5e-07,8e-07,5e-07
uncultured archaeon   ,0.002,,0.002,,,0.0004,0.001,0.001,0.0008,0.0012,0.00083,0.0011,0.00116,0.00098,0.00115,0.001013,0.001059,0.000969,0.000986,0.001033,0.0010626,0.0011108,0.0010849,0.0010699,0.0010797
uncultured archaeon 'Soyang 1Af-1100Ar' ,,,,,,,,,,,,,,,,,,,,,,,,2e-07,4e-07
uncultured archaeon 19a-27,,,,,,,,,,,,,,,,,,,,,,,,,2e-07
uncultured archaeon 19a-29,,,,,,,,,,,,,,,,,,,,,1.4e-06,1.4e-06,1.1e-06,1.2e-06,1e-06
uncultured archaeon 20b-54,,,,,,,,,,,,,,,,,,,,,,2e-07,,,
uncultured archaeon 20c-12,,,,,,,,,,,,,,,,,,,,,,2e-07,,,2e-07
uncultured archaeon 20c-4,,,,,,,,,,,,,,,,,,,,,2e-07,3e-07,4e-07,2e-07,
uncultured archaeon 2C129  ,,,,,,,,,,,,,,,,,,,,,,2e-07,,2e-07,3e-07
uncultured archaeon Arc.212,,,,,,,,,,,,,,,,,,,4e-06,4e-06,3.3e-06,2.7e-06,2.9e-06,2.3e-06,3.2e-06
uncultured archaeon DEEP-1  ,,,,,,,,,,,,,,,,,,,,,3e-07,3e-07,4e-07,7e-07,4e-07
uncultured archaeon DEEP-6  ,,,,,,,,,,,,,,,,,,,,,4e-07,7e-07,3e-07,4e-07,3e-07
uncultured archaeon DEEP-8  ,,,,,,,,,,,,,,,,,,,,,3e-07,4e-07,,,3e-07
uncultured archaeon ORGANIC1_A  ,,,,,,,,,,,,,,,,,6e-06,,,3e-06,4.6e-06,5.2e-06,4.4e-06,6e-06,5.6e-06
uncultured archaeon ORGANIC4_A  ,,,,,,,,,,,,,,,,,,,,,4e-07,2e-07,,6e-07,3e-07
uncultured archaeon PENDANT-33,,,,,,,,,,,,,,,,,,,,,8e-07,,,,6e-07
uncultured archaeon SJD-102  ,,,,,,,,,,,,,,,,,,,,,,2e-07,,2e-07,2e-07
uncultured archaeon SYA-133  ,,,,,,,,,,,,,,,,,,,,,,,,,3e-07
uncultured archaeon SYA-94  ,,,,,,,,,,,,,,,,,,,,,2e-07,,3e-07,,2e-07
uncultured archaeon WCHD3-30,,,,,,,,,,,,,,,,,,,2e-06,,,,,,
uncultured bacterium,0.039,0.009,0.032,0.007,0.016,0.03,0.0339,0.0319,0.0326,0.0294,0.03306,0.03242,0.0333,0.03307,0.03308,0.034123,0.034663,0.03535,0.034531,0.034868,0.0354995,0.0355536,0.0355826,0.0355067,0.0355992
uncultured bacterium ,,,0.003,,,0.0117,0.0089,0.0083,0.0056,0.0096,0.00692,0.00745,0.007,0.00664,0.00657,0.006092,0.006115,0.006314,0.006293,0.006287,0.0062998,0.0063108,0.0063633,0.0063802,0.0063448
uncultured bacterium  ,,,,,,,,,,,0.00057,0.00062,0.00016,0.00041,0.00056,0.001014,0.000905,0.000975,0.000916,0.00091,0.0011071,0.0011304,0.0011105,0.0011012,0.0011149
uncultured bacterium   ,0.02,0.011,0.013,0.024,,0.0267,0.0255,0.0199,0.0201,0.0213,0.02541,0.0236,0.02731,0.02383,0.02611,0.025538,0.0251,0.025225,0.025324,0.024663,0.0247321,0.0244584,0.0247367,0.024442,0.0245299
uncultured bacterium #0319-6G20,,,,,,,,,,,,,,,,,,,,,5e-07,1.1e-06,1.2e-06,5e-07,9e-07
uncultured bacterium 'KTK 14',,,,,,,,,,,,,,,,,,,,,2e-07,2e-07,,,
uncultured bacterium (human infant) L14D,,,,,,,,,,,,,,,,,,,,2e-06,2.3e-06,2.2e-06,1.8e-06,1.8e-06,1.9e-06
uncultured bacterium (human infant) S7B,,,,,,,,,,,,,,,,3e-06,,,,,,,6.3e-06,,5.7e-06
uncultured bacterium 213,,,,,,,,,,,0.00018,,,,,,3.5e-05,3.7e-05,3.7e-05,7.2e-05,4.34e-05,4.61e-05,4.4e-05,4.16e-05,4e-07
uncultured bacterium AD248-D7-1A,,,,,,,,,,,,,,,,,,,,,,,,2e-07,
uncultured bacterium ARCTIC03_F_03  ,,,,,,,,,,,,,,,,,,,,,,,,4.5e-06,5.3e-06
uncultured bacterium BH017  ,,,,,,,,,,,,,,,,4e-06,,,,,1.2e-06,1.4e-06,1.5e-06,1.5e-06,1e-06
uncultured bacterium FukuN18,,,,,,,,,,,,,,,,,,,,,,,,2e-07,
uncultured bacterium FukuN24  ,,,,,,,,,,,,,,,,,,,,2.8e-05,1.35e-05,1.56e-05,1.7e-05,1.41e-05,1.18e-05
uncultured bacterium HF0070_05I22,,,,,,,,,,,,,,,,,,,,,4.1e-06,3.6e-06,2.5e-06,2.2e-06,2.6e-06
uncultured bacterium I025,,,,,,,,,,,,,,,,,,,,,2e-07,,,,
uncultured bacterium PHOS-HE45  ,,,,,,,,,,,,,,,,,,,,,6e-07,4e-07,5e-07,4e-07,8e-07
uncultured bacterium SHA-28  ,,,,,,,,,,,,,,,,,,,,,7e-07,,,,
uncultured bacterium SHA-300  ,,,,,,,,,,,,,,,,,,2e-06,,,5e-07,4e-07,4e-07,7e-07,5e-07
uncultured bacterium SJA-9  ,,,,,,,,,,,,,,,0.00015,,0.000101,,6.4e-05,3.7e-05,5.68e-05,3.09e-05,4.08e-05,4.41e-05,4.73e-05
uncultured bacterium adhufec171  ,,,,,,,,,,,,,,,,,,,,,2e-07,2e-07,2e-07,,
uncultured bacterium adhufec235 ,,,,,,,,,,,,,,,,,,,,,,2e-07,,,
uncultured bacterium adhufec279,,,,,,,,,,,,,,,,,,2e-06,,,,2e-07,5e-07,3e-07,2e-07
uncultured bacterium gp4,,,,,,,,,,,,,,,,,,,,,,,,2e-07,
uncultured bacterium mle1-12,,,,,,,,,,,,,,,,,,,,,6e-07,4e-07,,,
uncultured bacterium mle1-25,,,,,,,,,,,,,,,,,,,,,2e-07,,2e-07,2e-07,
uncultured bacterium mle1-7  ,,,,,,,,,,,,,,,,,,,,,,,2e-07,3e-07,
uncultured bacterium mle1-9,,,,,,,,,,,,,,,,,,,,,,7e-07,5e-07,6e-07,6e-07
uncultured bacterium oral clone ASCD11,,,,,,,,,,,,,,,,,,,,,,,2e-07,6e-07,
uncultured bacterium tbr1-2  ,,,,,,,,,,,,,,,,,,,,,,,,,3e-07
uncultured bacterium tbr1-4  ,,,,,,,,,,,,,,,,,,,,,5e-07,4e-07,,5e-07,3e-07
uncultured beta,,,,,,,,,,,,,,,,1.4e-05,7e-06,1e-05,5e-06,1.1e-05,1.05e-05,1.19e-05,1e-05,1.09e-05,1e-05
uncultured beta proteobacterium,,,,,,,,,,,,,,,,,,,,,4e-07,1.2e-06,1.2e-06,1.6e-06,9e-07
uncultured beta proteobacterium ,,,,,,,,,,,,,,,,,,,,,2e-07,,2e-07,,
